country,region,start_date,end_date,year,week,population,total_deaths
Israel,Israel,15/04/2018,21/04/2018,2018,16,9176200,808
Israel,Israel,22/04/2018,28/04/2018,2018,17,9176200,808
Israel,Israel,29/04/2018,05/05/2018,2018,18,9176200,821
Israel,Israel,06/05/2018,12/05/2018,2018,19,9176200,815
Israel,Israel,13/05/2018,19/05/2018,2018,20,9176200,821
Israel,Israel,20/05/2018,26/05/2018,2018,21,9176200,852
Israel,Israel,27/05/2018,02/06/2018,2018,22,9176200,806
Israel,Israel,03/06/2018,09/06/2018,2018,23,9176200,800
Israel,Israel,10/06/2018,16/06/2018,2018,24,9176200,755
Israel,Israel,17/06/2018,23/06/2018,2018,25,9176200,822
Israel,Israel,24/06/2018,30/06/2018,2018,26,9176200,803
Israel,Israel,01/07/2018,07/07/2018,2018,27,9176200,811
Israel,Israel,08/07/2018,14/07/2018,2018,28,9176200,810
Israel,Israel,15/07/2018,21/07/2018,2018,29,9176200,801
Israel,Israel,22/07/2018,28/07/2018,2018,30,9176200,793
Israel,Israel,29/07/2018,04/08/2018,2018,31,9176200,806
Israel,Israel,05/08/2018,11/08/2018,2018,32,9176200,775
Israel,Israel,12/08/2018,18/08/2018,2018,33,9176200,830
Israel,Israel,19/08/2018,25/08/2018,2018,34,9176200,832
Israel,Israel,26/08/2018,01/09/2018,2018,35,9176200,817
Israel,Israel,02/09/2018,08/09/2018,2018,36,9176200,826
Israel,Israel,09/09/2018,15/09/2018,2018,37,9176200,808
Israel,Israel,16/09/2018,22/09/2018,2018,38,9176200,799
Israel,Israel,23/09/2018,29/09/2018,2018,39,9176200,842
Israel,Israel,30/09/2018,06/10/2018,2018,40,9176200,760
Israel,Israel,07/10/2018,13/10/2018,2018,41,9176200,853
Israel,Israel,14/10/2018,20/10/2018,2018,42,9176200,814
Israel,Israel,21/10/2018,27/10/2018,2018,43,9176200,899
Israel,Israel,28/10/2018,03/11/2018,2018,44,9176200,895
Israel,Israel,04/11/2018,10/11/2018,2018,45,9176200,887
Israel,Israel,11/11/2018,17/11/2018,2018,46,9176200,851
Israel,Israel,18/11/2018,24/11/2018,2018,47,9176200,886
Israel,Israel,25/11/2018,01/12/2018,2018,48,9176200,867
Israel,Israel,02/12/2018,08/12/2018,2018,49,9176200,879
Israel,Israel,09/12/2018,15/12/2018,2018,50,9176200,909
Israel,Israel,16/12/2018,22/12/2018,2018,51,9176200,943
Israel,Israel,23/12/2018,29/12/2018,2018,52,9176200,929
Israel,Israel,30/12/2018,05/01/2019,2019,1,9176200,985
Israel,Israel,06/01/2019,12/01/2019,2019,2,9176200,1075
Israel,Israel,13/01/2019,19/01/2019,2019,3,9176200,1147
Israel,Israel,20/01/2019,26/01/2019,2019,4,9176200,1137
Israel,Israel,27/01/2019,02/02/2019,2019,5,9176200,1105
Israel,Israel,03/02/2019,09/02/2019,2019,6,9176200,1099
Israel,Israel,10/02/2019,16/02/2019,2019,7,9176200,987
Israel,Israel,17/02/2019,23/02/2019,2019,8,9176200,1037
Israel,Israel,24/02/2019,02/03/2019,2019,9,9176200,1031
Israel,Israel,03/03/2019,09/03/2019,2019,10,9176200,1031
Israel,Israel,10/03/2019,16/03/2019,2019,11,9176200,1019
Israel,Israel,17/03/2019,23/03/2019,2019,12,9176200,975
Israel,Israel,24/03/2019,30/03/2019,2019,13,9176200,942
Israel,Israel,31/03/2019,06/04/2019,2019,14,9176200,866
Israel,Israel,07/04/2019,13/04/2019,2019,15,9176200,899
Israel,Israel,14/04/2019,20/04/2019,2019,16,9176200,889
Israel,Israel,21/04/2019,27/04/2019,2019,17,9176200,925
Israel,Israel,28/04/2019,04/05/2019,2019,18,9176200,985
Israel,Israel,05/05/2019,11/05/2019,2019,19,9176200,869
Israel,Israel,12/05/2019,18/05/2019,2019,20,9176200,849
Israel,Israel,19/05/2019,25/05/2019,2019,21,9176200,865
Israel,Israel,26/05/2019,01/06/2019,2019,22,9176200,849
Israel,Israel,02/06/2019,08/06/2019,2019,23,9176200,773
Israel,Israel,09/06/2019,15/06/2019,2019,24,9176200,841
Israel,Israel,16/06/2019,22/06/2019,2019,25,9176200,804
Israel,Israel,23/06/2019,29/06/2019,2019,26,9176200,755
Israel,Israel,30/06/2019,06/07/2019,2019,27,9176200,783
Israel,Israel,07/07/2019,13/07/2019,2019,28,9176200,765
Israel,Israel,14/07/2019,20/07/2019,2019,29,9176200,792
Israel,Israel,21/07/2019,27/07/2019,2019,30,9176200,813
Israel,Israel,28/07/2019,03/08/2019,2019,31,9176200,804
Israel,Israel,04/08/2019,10/08/2019,2019,32,9176200,800
Israel,Israel,11/08/2019,17/08/2019,2019,33,9176200,813
Israel,Israel,18/08/2019,24/08/2019,2019,34,9176200,778
Israel,Israel,25/08/2019,31/08/2019,2019,35,9176200,840
Israel,Israel,01/09/2019,07/09/2019,2019,36,9176200,793
Israel,Israel,08/09/2019,14/09/2019,2019,37,9176200,814
Israel,Israel,15/09/2019,21/09/2019,2019,38,9176200,783
Israel,Israel,22/09/2019,28/09/2019,2019,39,9176200,807
Israel,Israel,29/09/2019,05/10/2019,2019,40,9176200,816
Israel,Israel,06/10/2019,12/10/2019,2019,41,9176200,831
Israel,Israel,13/10/2019,19/10/2019,2019,42,9176200,848
Israel,Israel,20/10/2019,26/10/2019,2019,43,9176200,808
Israel,Israel,27/10/2019,02/11/2019,2019,44,9176200,848
Israel,Israel,03/11/2019,09/11/2019,2019,45,9176200,908
Israel,Israel,10/11/2019,16/11/2019,2019,46,9176200,872
Israel,Israel,17/11/2019,23/11/2019,2019,47,9176200,825
Israel,Israel,24/11/2019,30/11/2019,2019,48,9176200,901
Israel,Israel,01/12/2019,07/12/2019,2019,49,9176200,888
Israel,Israel,08/12/2019,14/12/2019,2019,50,9176200,957
Israel,Israel,15/12/2019,21/12/2019,2019,51,9176200,942
Israel,Israel,22/12/2019,28/12/2019,2019,52,9176200,1032
Israel,Israel,29/12/2019,04/01/2020,2020,1,9176200,1076
Israel,Israel,05/01/2020,11/01/2020,2020,2,9176200,1050
Israel,Israel,12/01/2020,18/01/2020,2020,3,9176200,1072
Israel,Israel,19/01/2020,25/01/2020,2020,4,9176200,1051
Israel,Israel,26/01/2020,01/02/2020,2020,5,9176200,978
Israel,Israel,02/02/2020,08/02/2020,2020,6,9176200,939
Israel,Israel,09/02/2020,15/02/2020,2020,7,9176200,999
Israel,Israel,16/02/2020,22/02/2020,2020,8,9176200,972
Israel,Israel,23/02/2020,29/02/2020,2020,9,9176200,903
Israel,Israel,01/03/2020,07/03/2020,2020,10,9176200,932
Israel,Israel,08/03/2020,14/03/2020,2020,11,9176200,973
Israel,Israel,15/03/2020,21/03/2020,2020,12,9176200,881
Israel,Israel,22/03/2020,28/03/2020,2020,13,9176200,931
Israel,Israel,29/03/2020,04/04/2020,2020,14,9176200,1005
Israel,Israel,05/04/2020,11/04/2020,2020,15,9176200,888
Israel,Israel,12/04/2020,18/04/2020,2020,16,9176200,890
