FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
980,1259,03017025,BOVEZZO,BRESCIA,BS,LOMBARDIA,6407599.42857733,12205.0318435714,37,8,45,13095450.187012,17454.043975
981,1359,03013097,EUPILIO,COMO,CO,LOMBARDIA,6836167.82930587,15079.9014995472,10,1,11,14081723.205078,21647.002962
982,1364,03014011,CAIOLO,SONDRIO,SO,LOMBARDIA,33528839.1578222,35446.2845164748,1,1,2,69786114.583496,51162.399454
983,1365,03098029,GUARDAMIGLIO,LODI,LO,LOMBARDIA,10439335.1516815,17151.7097003725,19,5,24,20973774.001953,24308.523769
984,1366,03013227,TURATE,COMO,CO,LOMBARDIA,10184076.8379212,21926.7129885958,17,1,18,20862990.166992,31386.041733
985,1367,03012106,MORNAGO,VARESE,VA,LOMBARDIA,12326763.7912829,19349.0419760033,2,1,3,25319923.927246,27736.124758
986,1368,03016218,TRESCORE BALNEARIO,BERGAMO,BG,LOMBARDIA,13461539.5531397,31875.0633069402,59,10,69,27611521.056152,45642.485566
987,1369,03015243,VITTUONE,MILANO,MI,LOMBARDIA,5972661.19587249,18491.7929511703,43,2,45,12156890.304688,26391.363148
988,1370,03108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,15719008.7882693,34769.6761908556,27,5,32,32240871.671387,49801.399035
989,1371,03097004,BALLABIO,LECCO,LC,LOMBARDIA,15027710.1395256,19260.8616624104,17,4,21,31053414.644043,27691.037736
990,1372,03017182,SULZANO,BRESCIA,BS,LOMBARDIA,10855879.4965149,14714.5153222229,9,4,13,22250683.373535,21060.75717
991,1373,03097038,GARLATE,LECCO,LC,LOMBARDIA,3563887.09335699,9933.36869852929,8,0,8,7339679.443359,14256.265387
992,1375,03098048,SAN MARTINO IN STRADA,LODI,LO,LOMBARDIA,13089583.70883,27878.7491019247,27,10,37,26452315.816895,39627.654909
993,1377,03013159,MOZZATE,COMO,CO,LOMBARDIA,10422092.1554,23489.6381035062,9,0,9,21361481.074707,33637.846677
994,1414,03108012,BRUGHERIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,10276721.6669966,21722.0003183648,104,11,115,20971764.976074,31029.244442
995,1416,03016185,RONCOLA,BERGAMO,BG,LOMBARDIA,5002855.36799228,12455.3124887274,6,0,6,10291224.347656,17858.713779
996,1417,03017130,PADERNO FRANCIACORTA,BRESCIA,BS,LOMBARDIA,5560575.03028704,12260.520379211,17,4,21,11357768.95459,17525.698139
997,1418,03019062,OFFANENGO,CREMONA,CR,LOMBARDIA,12544394.664598,17090.3395223182,69,14,83,25447539.727051,24347.904408
998,1260,03019029,CHIEVE,CREMONA,CR,LOMBARDIA,6341669.2201155,11749.7261415687,11,2,13,12843346.754395,16721.732057
999,1261,03015191,SAN COLOMBANO AL LAMBRO,MILANO,MI,LOMBARDIA,16574435.3643885,28572.6714486047,39,18,57,33381552.766113,40539.528021
1000,1262,03013169,OLTRONA DI SAN MAMETTE,COMO,CO,LOMBARDIA,2685193.73618111,9772.14537214112,1,0,1,5519240.15625,14009.726315
1001,1263,03108015,CARATE BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,9946455.64628188,20939.2073523666,39,2,41,20384674.3125,29979.859161
1002,1264,03108021,CONCOREZZO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,8442878.69892499,19319.373786281,55,5,60,17252960.138184,27615.62437
1003,1265,03019102,SPINO D`ADDA,CREMONA,CR,LOMBARDIA,19884577.571856,23925.1761170649,19,2,21,40350991.529297,34087.566455
1004,1266,03020072,BORGO MANTOVANO,MANTOVA,MN,LOMBARDIA,40976146.9668091,35061.5589276891,26,0,26,82039280.357422,49619.605985
1005,1378,03017146,POMPIANO,BRESCIA,BS,LOMBARDIA,15184702.6240775,26326.6705865235,27,3,30,30837896.122559,37527.060525
1006,1379,03016032,BORGO DI TERZO,BERGAMO,BG,LOMBARDIA,1822015.19435743,10749.1684557027,8,2,10,3740724.078125,15397.581267
1007,1380,03018163,TRIVOLZIO,PAVIA,PV,LOMBARDIA,3863689.904979,11424.3965277876,3,0,3,7804469.665039,16237.469388
1008,1381,03013134,LONGONE AL SEGRINO,COMO,CO,LOMBARDIA,1432545.14902589,9915.1692730299,4,0,4,2951468.317871,14235.156143
1009,1382,03017049,CERVENO,BRESCIA,BS,LOMBARDIA,21519184.8810496,36340.7559089083,6,1,7,44632186.808594,52331.20811
1010,1419,03018015,BORGARELLO,PAVIA,PV,LOMBARDIA,4891625.4550605,11932.5521838774,6,0,6,9873517.716309,16951.07824
1011,1420,03012079,GORLA MINORE,VARESE,VA,LOMBARDIA,7713307.31478819,12779.2211526143,6,0,6,15794103.464356,18282.2629
1012,1421,03014020,CHIURO,SONDRIO,SO,LOMBARDIA,51761295.6904728,44729.4961915424,5,2,7,108220671.574707,64668.662042
1013,1422,03013130,LIVO,COMO,CO,LOMBARDIA,32916690.5770872,30729.6940806579,1,0,1,68770721.296387,44413.857161
1014,1423,03017082,IDRO,BRESCIA,BS,LOMBARDIA,22334305.8602527,33564.4535872914,6,2,8,45891135.642578,48117.532069
1015,1424,03018171,VARZI,PAVIA,PV,LOMBARDIA,58411715.9993134,53476.1649848538,17,5,22,116163977.510742,75414.245954
1016,1425,03017067,DESENZANO DEL GARDA,BRESCIA,BS,LOMBARDIA,60709414.4803114,40070.8573975364,96,20,116,123415438.415527,57136.905106
1017,1267,03015097,CUSAGO,MILANO,MI,LOMBARDIA,11573263.6489145,17723.6489957274,9,1,10,23529822.418457,25272.841418
1018,1269,03097065,PASTURO,LECCO,LC,LOMBARDIA,21685799.7555058,20487.6882809442,6,0,6,44876300.687012,29478.539883
1019,1270,03014065,TEGLIO,SONDRIO,SO,LOMBARDIA,115019938.611388,67383.9502135927,12,2,14,239575874.754883,97275.184881
1020,1271,03018115,PINAROLO PO,PAVIA,PV,LOMBARDIA,11020578.469784,21442.7282236968,3,2,5,22120747.177246,30387.507856
1021,1272,03019063,OLMENETA,CREMONA,CR,LOMBARDIA,9142621.3295425,20857.3264517909,12,1,13,18450309.473633,29623.437982
1022,1273,03012067,FAGNANO OLONA,VARESE,VA,LOMBARDIA,8665607.00355605,19417.8426944412,8,0,8,17755673.246582,27793.556757
1023,1383,03013068,CIRIMIDO,COMO,CO,LOMBARDIA,2708136.16947323,11322.7465749292,1,0,1,5554796.300293,16224.633783
1024,1384,03018023,BRESSANA BOTTARONE,PAVIA,PV,LOMBARDIA,12919207.3812015,25126.1276446924,13,2,15,25932845.296387,35604.031227
1025,1385,03098041,MULAZZANO,LODI,LO,LOMBARDIA,15538802.6574565,29233.1016716939,26,2,28,31505660.728027,41629.864696
1026,1386,03016197,SELVINO,BERGAMO,BG,LOMBARDIA,6511390.33298314,10971.2385637991,6,8,14,13396454.373047,15740.842168
1027,1387,03013207,SAN NAZZARO VAL CAVARGNA,COMO,CO,LOMBARDIA,13042498.9145777,20731.4574106017,1,0,1,27147892.708496,29918.828621
1028,1388,03098042,ORIO LITTA,LODI,LO,LOMBARDIA,9900400.516234,16370.8830365198,10,2,12,19923889.755859,23233.313215
1029,1389,03019007,BORDOLANO,CREMONA,CR,LOMBARDIA,8191993.16035698,16392.1180466117,12,0,12,16561056.100586,23310.609455
1030,1390,03018180,VILLANTERIO,PAVIA,PV,LOMBARDIA,14714988.0409555,32743.0030835834,15,2,17,29685697.334473,46505.657626
1031,1391,03016150,ORIO AL SERIO,BERGAMO,BG,LOMBARDIA,3146964.33172987,10284.535694716,10,3,13,6448284.869629,14719.440574
1032,1426,03017128,OSSIMO,BRESCIA,BS,LOMBARDIA,14873782.3232225,29111.5314373738,8,1,9,30796320.851074,41889.054428
1033,1427,03015205,SEGRATE,MILANO,MI,LOMBARDIA,17304888.709961,27157.180355135,99,12,111,35229008.401367,38753.86282
1034,1428,03014022,CIVO,SONDRIO,SO,LOMBARDIA,25107125.5167014,27131.9260340813,1,0,1,52395606.125488,39195.412955
1035,1429,03098034,MAIRAGO,LODI,LO,LOMBARDIA,11366247.5650245,28117.0915813865,3,1,4,22953214.51709,39960.210483
1036,1430,03098044,OSSAGO LODIGIANO,LODI,LO,LOMBARDIA,11721614.3351805,25257.0110455853,6,2,8,23660824.291016,35887.753806
1037,1431,03019080,RIPALTA ARPINA,CREMONA,CR,LOMBARDIA,6892794.97050299,22775.1234723413,11,3,14,13935852.21582,32392.323482
1038,1432,03017174,SAREZZO,BRESCIA,BS,LOMBARDIA,17597974.4458897,26959.7731039777,49,12,61,36048652.773438,38580.594262
1039,1433,03017144,POLAVENO,BRESCIA,BS,LOMBARDIA,9151185.89676043,16233.1412933782,8,0,8,18745049.523438,23228.890295
1040,1435,03019012,CAPERGNANICA,CREMONA,CR,LOMBARDIA,6810402.2870625,16668.5041405037,17,3,20,13790410.210449,23724.885096
1041,1436,03108031,MEZZAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,3728576.86432891,12001.5003240006,9,5,14,7629593.438477,17173.531098
1042,1437,03097012,CALCO,LECCO,LC,LOMBARDIA,4636550.41890165,16567.2686608716,24,4,28,9519845.503906,23736.758737
1043,1438,03016091,DALMINE,BERGAMO,BG,LOMBARDIA,11960534.863077,17616.1617155205,150,28,178,24488043.463867,25200.202864
1044,1274,03016243,VILMINORE DI SCALVE,BERGAMO,BG,LOMBARDIA,40995949.4724888,31767.403667566,8,1,9,85014664.737793,45751.084818
1045,1275,03098036,MARUDO,LODI,LO,LOMBARDIA,4227048.513763,10871.0254938426,6,0,6,8536234.05957,15440.910784
1046,1276,03015060,CASSINA DE PECCHI,MILANO,MI,LOMBARDIA,7070512.722078,17667.613801838,32,1,33,14409867.510742,25216.491606
1047,1277,03012126,TERNATE,VARESE,VA,LOMBARDIA,4806953.51312261,10923.5758989645,2,0,2,9891163.083496,15666.51019
1048,1279,03013189,PORLEZZA,COMO,CO,LOMBARDIA,19021471.2322621,24473.8782419176,3,1,4,39481578.785156,35264.338471
1049,1280,03012096,MALNATE,VARESE,VA,LOMBARDIA,8930671.17799149,16074.2637944039,16,2,18,18383997.467285,23061.5811
1050,1281,03019026,CASTELVERDE,CREMONA,CR,LOMBARDIA,30951559.127823,37955.4557428946,59,5,64,62376121.249023,53883.510196
1051,1282,03013157,MONTORFANO,COMO,CO,LOMBARDIA,3576124.90867649,12048.5149314513,2,1,3,7357344.423828,17279.514215
1052,1283,03108037,RENATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,2888153.6656931,10460.3522817263,10,2,12,5929409.310547,14990.844141
1053,1004,03019004,AZZANELLO,CREMONA,CR,LOMBARDIA,11117710.4410421,21732.8519545183,6,2,8,22494499.437988,30921.815579
1054,1005,03108022,CORREZZANA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,2550441.88360301,13743.1256179196,5,0,5,5225798.126465,19678.327005
1055,1006,03016064,CASTIONE DELLA PRESOLANA,BERGAMO,BG,LOMBARDIA,42500085.5283104,31100.9708220111,42,5,47,87853611.958008,44715.209007
1056,1007,03097053,MONTEVECCHIA,LECCO,LC,LOMBARDIA,5880605.9476799,14119.7106023563,9,1,10,12065339.266113,20228.163523
1057,1008,03017185,TIGNALE,BRESCIA,BS,LOMBARDIA,45626502.800513,31215.8082689527,2,0,2,93714719.251465,44735.883708
1058,1009,03017193,VALLIO TERME,BRESCIA,BS,LOMBARDIA,14876989.4950591,19927.9098090325,11,0,11,30414782.643066,28496.125054
1059,1012,03108030,MEDA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,8323035.70306652,14516.1230888464,28,2,30,17052303.208984,20783.786041
1060,1013,03097072,ROGENO,LECCO,LC,LOMBARDIA,4680992.5568989,14620.8656112274,10,2,12,9630959.842285,20973.505002
1061,1014,03016171,PONTIDA,BERGAMO,BG,LOMBARDIA,10286272.6120009,22207.9079012844,15,3,18,21123868.864258,31817.088201
1062,1015,03016070,CENE,BERGAMO,BG,LOMBARDIA,8618210.62801966,16082.1939210816,24,12,36,17728000.302734,23062.938207
1063,1016,03098043,OSPEDALETTO LODIGIANO,LODI,LO,LOMBARDIA,8443183.9355585,13310.3927766762,13,3,16,16999878.658691,18889.660793
1064,1017,03017172,SAN GERVASIO BRESCIANO,BRESCIA,BS,LOMBARDIA,10505924.2209725,17643.3839652804,8,4,12,21245595.367676,25093.632055
1065,1018,03016092,DOSSENA,BERGAMO,BG,LOMBARDIA,19290771.940595,24218.7267962412,6,2,8,39847012.171387,34827.11304
1066,1019,03018049,CIGOGNOLA,PAVIA,PV,LOMBARDIA,7888185.326725,17077.0799377903,8,1,9,15809880.592773,24172.779012
1067,1020,03019046,GADESCO PIEVE DELMONA,CREMONA,CR,LOMBARDIA,17159774.5523275,30834.1794760535,17,1,18,34537028.568848,43741.527505
1068,1021,03098051,SANTO STEFANO LODIGIANO,LODI,LO,LOMBARDIA,10419211.545157,22018.4587402183,18,7,25,20938966.722168,31219.347731
1069,1022,03016205,SPINONE AL LAGO,BERGAMO,BG,LOMBARDIA,2031214.29777903,7602.23181669976,8,1,9,4175983.486816,10898.742206
1070,1023,03097070,PRIMALUNA,LECCO,LC,LOMBARDIA,22751381.7193499,23948.903806631,3,1,4,47155809.355957,34483.739108
1071,1024,03108043,TRIUGGIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,8385831.04422672,17943.8090121635,13,1,14,17181341.251465,25689.535651
1072,1025,03097043,LIERNA,LECCO,LC,LOMBARDIA,11549401.403431,17787.4550860049,2,0,2,23913404.307617,25590.023235
1073,1027,03018095,MONTEBELLO DELLA BATTAGLIA,PAVIA,PV,LOMBARDIA,15756226.510396,26387.8220599428,4,4,8,31542166.496582,37345.859725
1074,1029,03013099,FALOPPIO,COMO,CO,LOMBARDIA,4151390.84667466,12283.8423519791,1,0,1,8548936.035645,17627.023164
1075,1439,03018129,RONCARO,PAVIA,PV,LOMBARDIA,4991056.757132,13832.4386272341,5,0,5,10069886.898926,19646.785581
1076,1440,03097025,CORTENOVA,LECCO,LC,LOMBARDIA,11498509.8802843,19992.0210480505,1,1,2,23838733.535156,28785.109322
1077,1441,03017181,SONICO,BRESCIA,BS,LOMBARDIA,60357862.1166794,37210.0233574698,9,0,9,125757803.339844,53691.572465
1078,1442,03015096,CUGGIONO,MILANO,MI,LOMBARDIA,14862234.9317495,24681.9259532115,7,4,11,30278293.370605,35231.261875
1079,1443,03014016,CEDRASCO,SONDRIO,SO,LOMBARDIA,14309473.5961798,28924.1702920681,1,2,3,29787216.782715,41761.565619
1080,1444,03020050,RIVAROLO MANTOVANO,MANTOVA,MN,LOMBARDIA,25464796.0430655,27618.6124400922,23,3,26,51076953.907715,39118.484636
1081,1445,03012102,MESENZANA,VARESE,VA,LOMBARDIA,4842181.4762812,14007.7362030078,2,0,2,10020360.254883,20151.120608
1082,1446,03018104,OLEVANO DI LOMELLINA,PAVIA,PV,LOMBARDIA,15408498.4185555,21151.6825333084,1,0,1,31065993.935059,30037.897475
1083,1447,03108045,VAREDO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,4893902.74165347,13123.7156920044,32,7,39,10003263.903809,18755.942004
1084,1448,03014005,ARDENNO,SONDRIO,SO,LOMBARDIA,16949735.6963837,21109.2892527997,9,0,9,35373252.008301,30498.478204
1085,1449,03020066,VIADANA,MANTOVA,MN,LOMBARDIA,102084657.299451,80646.3142983564,70,25,95,204098314.833984,114017.108697
1086,1450,03018146,SARTIRANA LOMELLINA,PAVIA,PV,LOMBARDIA,29506399.083523,31235.4890542547,3,2,5,59280162.444336,44274.948342
1087,1451,03014057,SAMOLACO,SONDRIO,SO,LOMBARDIA,45189201.5511178,35285.0349606094,3,0,3,94517783.307617,51033.138461
1088,1452,03016069,CENATE SOTTO,BERGAMO,BG,LOMBARDIA,4642725.37812313,11485.0910301787,13,0,13,9523725.52832,16449.989422
1089,1453,03017028,BRENO,BRESCIA,BS,LOMBARDIA,60126687.3646073,55753.49121025,39,5,44,124369729.947266,80172.5865
1090,1284,03019058,MONTE CREMASCO,CREMONA,CR,LOMBARDIA,2362355.9969235,9592.30285514932,9,3,12,4790700.115723,13663.339566
1091,1285,03016109,GANDOSSO,BERGAMO,BG,LOMBARDIA,3114381.45011335,7602.18877383758,12,3,15,6379444.860352,10878.898635
1092,1286,03018012,BATTUDA,PAVIA,PV,LOMBARDIA,7092833.5284145,17845.7319740452,2,0,2,14333514.014648,25370.975373
1093,1287,03018168,VALLE LOMELLINA,PAVIA,PV,LOMBARDIA,27046764.910078,30471.4248583071,5,1,6,54432236.235352,43223.140668
1094,1288,03018079,LANGOSCO,PAVIA,PV,LOMBARDIA,15825613.9933245,27156.7186504687,1,0,1,31916578.435547,38555.884503
1095,1289,03017078,GHEDI,BRESCIA,BS,LOMBARDIA,60718662.1651461,49421.4440230516,85,19,104,123215803.992676,70419.29255
1096,1290,03015158,NOVIGLIO,MILANO,MI,LOMBARDIA,15599547.0556835,29948.4134332298,7,1,8,31621740.297363,42641.261441
1097,1291,03018120,REDAVALLE,PAVIA,PV,LOMBARDIA,5432229.346129,14366.7183928365,3,1,4,10890717.318359,20351.755262
1098,1293,03013252,TREMEZZINA,COMO,CO,LOMBARDIA,29512306.9386105,25379.5747888655,18,6,24,61160400.174316,36534.325614
1099,1294,03016003,ALBANO SANT`ALESSANDRO,BERGAMO,BG,LOMBARDIA,5350432.79244771,14000.0529898064,38,11,49,10970614.638672,20042.972564
1100,1295,03016195,SCHILPARIO,BERGAMO,BG,LOMBARDIA,64031765.5269947,40660.3180182522,7,2,9,132860665.060059,58557.052825
1101,1031,03012109,ORIGGIO,VARESE,VA,LOMBARDIA,8036636.037141,15832.2606334254,15,0,15,16424102.254883,22633.776517
1102,1032,03016210,TALEGGIO,BERGAMO,BG,LOMBARDIA,47253034.7330183,32667.1661019478,5,2,7,97629252.283691,46960.731572
1103,1033,03017046,CAZZAGO SAN MARTINO,BRESCIA,BS,LOMBARDIA,22210910.6039525,34867.8902214375,60,15,75,45355735.270996,49834.524896
1104,1034,03016156,PALAZZAGO,BERGAMO,BG,LOMBARDIA,14066847.9892326,19522.5090531167,19,0,19,28907634.49707,27992.677957
1105,1035,03019112,VAILATE,CREMONA,CR,LOMBARDIA,9783805.696907,15787.5953862464,32,9,41,19897521.58252,22517.598522
1106,1036,03013102,FINO MORNASCO,COMO,CO,LOMBARDIA,7362223.61733717,20384.6510222451,20,4,24,15125366.430176,29222.937322
1107,1037,03014034,GROSOTTO,SONDRIO,SO,LOMBARDIA,52996574.3470905,41525.393258753,1,0,1,111047766.834473,60086.06237
1108,1038,03015106,GESSATE,MILANO,MI,LOMBARDIA,7782476.2471305,17670.9514653127,21,4,25,15883075.871094,25246.332503
1109,1039,03013055,CASSINA RIZZARDI,COMO,CO,LOMBARDIA,3464187.68216225,10214.9329534169,7,2,9,7119399.541504,14644.389131
1110,1040,03098056,TAVAZZANO CON VILLAVESCO,LODI,LO,LOMBARDIA,16239757.615994,28556.7124886712,27,4,31,32884432.991699,40636.179046
1111,1041,03015062,CASTANO PRIMO,MILANO,MI,LOMBARDIA,19107754.8182475,33713.8515081975,19,4,23,38990269.208984,48156.219588
1112,1042,03012118,SAMARATE,VARESE,VA,LOMBARDIA,15985065.4194075,26123.7278862808,10,1,11,32702822.192871,37356.954824
1113,1046,03018042,CECIMA,PAVIA,PV,LOMBARDIA,10092341.322357,19917.672013944,0,1,1,20093287.301758,28106.568655
1114,1047,03016251,SOLZA,BERGAMO,BG,LOMBARDIA,1228853.58738999,5922.98499699441,10,4,14,2518824.376465,8476.577112
1115,1049,03108040,SEVESO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,7379179.03991097,15519.2328864943,30,9,39,15107524.115723,22192.412125
1116,1454,03020055,SAN BENEDETTO PO,MANTOVA,MN,LOMBARDIA,69885168.7764551,59747.6516149346,20,1,21,139970792.338379,84556.076769
1117,1456,03012121,SOLBIATE ARNO,VARESE,VA,LOMBARDIA,3005381.54228368,9358.65585390566,2,0,2,6169213.716309,13413.661647
1118,1457,03020011,CASALOLDO,MANTOVA,MN,LOMBARDIA,16943707.1822917,21094.8773672609,22,0,22,34206009.233887,29972.949076
1119,1458,03018013,BELGIOIOSO,PAVIA,PV,LOMBARDIA,26275357.586467,42069.6503831714,22,2,24,52858413.527344,59669.200729
1120,1459,03013251,COLVERDE,COMO,CO,LOMBARDIA,8488349.55014061,16333.931322321,4,0,4,17478657.552734,23443.522059
1121,1460,03015103,GAGGIANO,MILANO,MI,LOMBARDIA,26638719.8299225,44648.9204026863,9,1,10,54071095.88916,63619.178936
1122,1461,03013098,FAGGETO LARIO,COMO,CO,LOMBARDIA,17813908.1804326,22509.1299677846,2,0,2,36749898.570313,32328.413062
1123,1462,03018093,MIRADOLO TERME,PAVIA,PV,LOMBARDIA,9618442.67401499,23367.9850509767,13,5,18,19369023.600098,33160.540509
1124,1464,03015213,SOLARO,MILANO,MI,LOMBARDIA,6652051.1852405,17786.6182008799,22,1,23,13604931.016113,25428.978703
1125,1465,03097019,CASTELLO DI BRIANZA,LECCO,LC,LOMBARDIA,3539692.89536075,14244.7148790751,5,0,5,7275621.455078,20421.550399
1126,1466,03017183,TAVERNOLE SUL MELLA,BRESCIA,BS,LOMBARDIA,19881487.093007,25070.7628099976,1,0,1,40850018.925293,35929.809592
1127,1467,03017106,MARONE,BRESCIA,BS,LOMBARDIA,23569360.659839,29170.743259348,11,1,12,48421722.858398,41803.911941
1128,1468,03017107,MAZZANO,BRESCIA,BS,LOMBARDIA,15636682.0092557,20776.1727283945,40,6,46,31841666.088867,29656.980939
1129,1474,03013212,SENNA COMASCO,COMO,CO,LOMBARDIA,2666036.35193729,11135.4493098736,4,0,4,5480990.708984,15967.58292
1130,1475,03020015,CASTEL GOFFREDO,MANTOVA,MN,LOMBARDIA,42021696.0935927,36691.1475986471,75,9,84,84955488.461914,52170.186821
1131,1476,03017088,LENO,BRESCIA,BS,LOMBARDIA,58710293.350639,44639.6778117379,85,17,102,118979175.379395,63549.27974
1132,1138,03017086,ISORELLA,BRESCIA,BS,LOMBARDIA,15386687.4157732,19488.4200522002,22,7,29,31122004.026855,27720.38305
1133,1139,03013034,BULGAROGRASSO,COMO,CO,LOMBARDIA,3784342.9046788,10185.8655123685,6,1,7,7776420.870117,14601.951632
1134,1140,03098012,CASELLE LURANI,LODI,LO,LOMBARDIA,7569536.485902,15493.8496855265,14,4,18,15295730.575684,22023.641672
1135,1141,03015251,VERMEZZO CON ZELO,MILANO,MI,LOMBARDIA,10565472.0013225,22915.66554685,7,1,8,21438676.557617,32647.255136
1136,1142,03098053,SENNA LODIGIANA,LODI,LO,LOMBARDIA,26866046.6613755,27712.7833760955,8,2,10,54022508.919434,39308.88727
1137,1143,03013136,LURAGO D`ERBA,COMO,CO,LOMBARDIA,4738576.80025746,12931.136846373,8,2,10,9740190.097656,18539.222472
1138,1144,03013090,DONGO,COMO,CO,LOMBARDIA,7535522.8696065,15666.5378708553,16,1,17,15694868.528809,22607.580797
1139,1145,03018038,CASTELLETTO DI BRANDUZZO,PAVIA,PV,LOMBARDIA,11281692.0793085,22813.7124984865,2,1,3,22633476.039551,32313.259386
1140,1146,03017129,PADENGHE SUL GARDA,BRESCIA,BS,LOMBARDIA,22174046.8569495,31785.3533356458,20,3,23,45170202.890625,45324.464729
1141,1147,03012097,MARCHIROLO,VARESE,VA,LOMBARDIA,5336733.63305523,13703.6392551364,2,0,2,11042530.209473,19717.015307
1142,1148,03014049,PIATEDA,SONDRIO,SO,LOMBARDIA,71655432.1488901,52740.9679491159,3,0,3,149072061.187988,76086.972635
1143,1149,03097030,DERVIO,LECCO,LC,LOMBARDIA,11254182.3952355,16667.1642242681,8,0,8,23398834.577148,24028.915363
1144,1150,03018162,TRAVACO` SICCOMARIO,PAVIA,PV,LOMBARDIA,16538045.1464755,23778.043117558,7,0,7,33275470.853027,33727.243887
1145,1152,03020048,REDONDESCO,MANTOVA,MN,LOMBARDIA,19139930.3712502,24491.1594662003,4,2,6,38527782.585938,34760.507216
1146,1153,03098011,CASELLE LANDI,LODI,LO,LOMBARDIA,26026370.5218185,27084.5799615408,15,5,20,52267785.092773,38392.677521
1147,1296,03016022,BEDULITA,BERGAMO,BG,LOMBARDIA,4234539.979849,10052.0878536701,2,0,2,8715000.231934,14418.217529
1148,1297,03020047,QUISTELLO,MANTOVA,MN,LOMBARDIA,45672709.5407302,56008.1163160275,9,1,10,91366132.827637,79234.641875
1149,1298,03015027,BOLLATE,MILANO,MI,LOMBARDIA,13100291.337538,26383.9545461984,90,9,99,26732014.230957,37684.176302
1150,1299,03018133,SAN CIPRIANO PO,PAVIA,PV,LOMBARDIA,6863359.651399,12967.919070623,1,0,1,13791951.955566,18381.770258
1151,1043,03012098,MARNATE,VARESE,VA,LOMBARDIA,4844930.82294949,12088.5439522525,8,0,8,9914470.524902,17289.1834
1152,1044,03018185,ZECCONE,PAVIA,PV,LOMBARDIA,5521593.859546,11487.2069764085,3,1,4,11152565.041504,16327.429134
1153,1050,03012114,PORTO VALTRAVAGLIA,VARESE,VA,LOMBARDIA,15884576.2878437,22216.6138183076,3,0,3,32887700.101563,31970.235965
1154,1051,03020054,SABBIONETA,MANTOVA,MN,LOMBARDIA,37370545.6046536,34997.9421842557,11,3,14,74794671.177734,49497.542453
1155,1052,03017184,TEMU`,BRESCIA,BS,LOMBARDIA,43319955.483876,42546.4168415731,6,0,6,90619936.699219,61558.517915
1156,1470,03019011,CAMPAGNOLA CREMASCA,CREMONA,CR,LOMBARDIA,4628597.1202365,11509.3982807098,4,0,4,9394543.56543,16400.073002
1157,1471,03017186,TORBOLE CASAGLIA,BRESCIA,BS,LOMBARDIA,13384537.9783584,21534.9447726365,33,11,44,27265388.027832,30743.796012
1158,1154,03015209,SESTO SAN GIOVANNI,MILANO,MI,LOMBARDIA,11768895.005548,21720.0948790429,183,31,214,24002166.088867,31012.250057
1159,1155,03017089,LIMONE SUL GARDA,BRESCIA,BS,LOMBARDIA,22825671.2862159,20355.3026802153,1,0,1,47004123.308105,29205.464098
1160,1157,03098046,SALERANO SUL LAMBRO,LODI,LO,LOMBARDIA,4297480.5426325,12332.6231515266,8,0,8,8689077.727051,17537.816009
1161,1158,03019098,SORESINA,CREMONA,CR,LOMBARDIA,28543122.7385188,35734.9470351054,106,17,123,57708312.242676,50821.417236
1162,1159,03012134,VEDANO OLONA,VARESE,VA,LOMBARDIA,7177156.22338345,15109.5973032196,3,0,3,14761618.997559,21669.219178
1163,1160,03016145,OLMO AL BREMBO,BERGAMO,BG,LOMBARDIA,8686957.43561791,16332.4839391026,6,2,8,17991900.140137,23509.036254
1164,1161,03020003,BAGNOLO SAN VITO,MANTOVA,MN,LOMBARDIA,48849040.4491358,45938.1214835722,14,1,15,97994660.346191,65056.318974
1165,1162,03016134,MEZZOLDO,BERGAMO,BG,LOMBARDIA,18832725.3490956,26766.8805315381,1,0,1,39093546.40918,38569.618425
1166,1163,03108053,CORNATE D`ADDA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,14140515.5697071,20044.7971536364,22,10,32,28948618.163574,28683.500889
1167,1165,03017095,LOZIO,BRESCIA,BS,LOMBARDIA,23718422.986582,27420.3934489722,3,0,3,49162513.767578,39467.031727
1168,1166,03017041,CASTELCOVATI,BRESCIA,BS,LOMBARDIA,6175602.407064,12930.8775455188,27,7,34,12576410.415039,18451.361897
1169,1167,03013199,RONAGO,COMO,CO,LOMBARDIA,2141282.3465575,7241.11591164258,1,0,1,4413160.966309,10394.384525
1170,1168,03014051,POGGIRIDENTI,SONDRIO,SO,LOMBARDIA,2926395.47467279,8611.15805668881,2,2,4,6104994.653809,12436.426111
