country,region,start_date,end_date,year,week,population,total_deaths
Colombia,Colombia,26/11/2018,02/12/2018,2018,48,50372424,4636
Colombia,Colombia,03/12/2018,09/12/2018,2018,49,50372424,4756
Colombia,Colombia,10/12/2018,16/12/2018,2018,50,50372424,4763
Colombia,Colombia,17/12/2018,23/12/2018,2018,51,50372424,4787
Colombia,Colombia,24/12/2018,30/12/2018,2018,52,50372424,4984
Colombia,Colombia,31/12/2018,06/01/2019,2019,1,50372424,5348
Colombia,Colombia,07/01/2019,13/01/2019,2019,2,50372424,4713
Colombia,Colombia,14/01/2019,20/01/2019,2019,3,50372424,4842
Colombia,Colombia,21/01/2019,27/01/2019,2019,4,50372424,4606
Colombia,Colombia,28/01/2019,03/02/2019,2019,5,50372424,4562
Colombia,Colombia,04/02/2019,10/02/2019,2019,6,50372424,4497
Colombia,Colombia,11/02/2019,17/02/2019,2019,7,50372424,4484
Colombia,Colombia,18/02/2019,24/02/2019,2019,8,50372424,4494
Colombia,Colombia,25/02/2019,03/03/2019,2019,9,50372424,4474
Colombia,Colombia,04/03/2019,10/03/2019,2019,10,50372424,4440
Colombia,Colombia,11/03/2019,17/03/2019,2019,11,50372424,4493
Colombia,Colombia,18/03/2019,24/03/2019,2019,12,50372424,4520
Colombia,Colombia,25/03/2019,31/03/2019,2019,13,50372424,4511
Colombia,Colombia,01/04/2019,07/04/2019,2019,14,50372424,4474
Colombia,Colombia,08/04/2019,14/04/2019,2019,15,50372424,4548
Colombia,Colombia,15/04/2019,21/04/2019,2019,16,50372424,4420
Colombia,Colombia,22/04/2019,28/04/2019,2019,17,50372424,4452
Colombia,Colombia,29/04/2019,05/05/2019,2019,18,50372424,4677
Colombia,Colombia,06/05/2019,12/05/2019,2019,19,50372424,4624
Colombia,Colombia,13/05/2019,19/05/2019,2019,20,50372424,4448
Colombia,Colombia,20/05/2019,26/05/2019,2019,21,50372424,4670
Colombia,Colombia,27/05/2019,02/06/2019,2019,22,50372424,4570
Colombia,Colombia,03/06/2019,09/06/2019,2019,23,50372424,4860
Colombia,Colombia,10/06/2019,16/06/2019,2019,24,50372424,4753
Colombia,Colombia,17/06/2019,23/06/2019,2019,25,50372424,4964
Colombia,Colombia,24/06/2019,30/06/2019,2019,26,50372424,4807
Colombia,Colombia,01/07/2019,07/07/2019,2019,27,50372424,4854
Colombia,Colombia,08/07/2019,14/07/2019,2019,28,50372424,4887
Colombia,Colombia,15/07/2019,21/07/2019,2019,29,50372424,4918
Colombia,Colombia,22/07/2019,28/07/2019,2019,30,50372424,4672
Colombia,Colombia,29/07/2019,04/08/2019,2019,31,50372424,4726
Colombia,Colombia,05/08/2019,11/08/2019,2019,32,50372424,4742
Colombia,Colombia,12/08/2019,18/08/2019,2019,33,50372424,4693
Colombia,Colombia,19/08/2019,25/08/2019,2019,34,50372424,4912
Colombia,Colombia,26/08/2019,01/09/2019,2019,35,50372424,4842
Colombia,Colombia,02/09/2019,08/09/2019,2019,36,50372424,4717
Colombia,Colombia,09/09/2019,15/09/2019,2019,37,50372424,4609
Colombia,Colombia,16/09/2019,22/09/2019,2019,38,50372424,4648
Colombia,Colombia,23/09/2019,29/09/2019,2019,39,50372424,4432
Colombia,Colombia,30/09/2019,06/10/2019,2019,40,50372424,4628
Colombia,Colombia,07/10/2019,13/10/2019,2019,41,50372424,4577
Colombia,Colombia,14/10/2019,20/10/2019,2019,42,50372424,4617
Colombia,Colombia,21/10/2019,27/10/2019,2019,43,50372424,4633
Colombia,Colombia,28/10/2019,03/11/2019,2019,44,50372424,4778
Colombia,Colombia,04/11/2019,10/11/2019,2019,45,50372424,4746
Colombia,Colombia,11/11/2019,17/11/2019,2019,46,50372424,4697
Colombia,Colombia,18/11/2019,24/11/2019,2019,47,50372424,4790
Colombia,Colombia,25/11/2019,01/12/2019,2019,48,50372424,4755
Colombia,Colombia,02/12/2019,08/12/2019,2019,49,50372424,4803
Colombia,Colombia,09/12/2019,15/12/2019,2019,50,50372424,4818
Colombia,Colombia,16/12/2019,22/12/2019,2019,51,50372424,4862
Colombia,Colombia,23/12/2019,29/12/2019,2019,52,50372424,5041
Colombia,Colombia,30/12/2019,05/01/2020,2020,1,50372424,5081
Colombia,Colombia,06/01/2020,12/01/2020,2020,2,50372424,5029
Colombia,Colombia,13/01/2020,19/01/2020,2020,3,50372424,4927
Colombia,Colombia,20/01/2020,26/01/2020,2020,4,50372424,4800
Colombia,Colombia,27/01/2020,02/02/2020,2020,5,50372424,4593
Colombia,Colombia,03/02/2020,09/02/2020,2020,6,50372424,4695
Colombia,Colombia,10/02/2020,16/02/2020,2020,7,50372424,4685
Colombia,Colombia,17/02/2020,23/02/2020,2020,8,50372424,4672
Colombia,Colombia,24/02/2020,01/03/2020,2020,9,50372424,4500
Colombia,Colombia,02/03/2020,08/03/2020,2020,10,50372424,4514
Colombia,Colombia,09/03/2020,15/03/2020,2020,11,50372424,4430
Colombia,Colombia,16/03/2020,22/03/2020,2020,12,50372424,4474
Colombia,Colombia,23/03/2020,29/03/2020,2020,13,50372424,4323
Colombia,Colombia,30/03/2020,05/04/2020,2020,14,50372424,4167
Colombia,Colombia,06/04/2020,12/04/2020,2020,15,50372424,4230
Colombia,Colombia,13/04/2020,19/04/2020,2020,16,50372424,4321
Colombia,Colombia,20/04/2020,26/04/2020,2020,17,50372424,4308
Colombia,Colombia,27/04/2020,03/05/2020,2020,18,50372424,4246
Colombia,Colombia,04/05/2020,10/05/2020,2020,19,50372424,4432
Colombia,Colombia,11/05/2020,17/05/2020,2020,20,50372424,4554
Colombia,Colombia,18/05/2020,24/05/2020,2020,21,50372424,4660
Colombia,Colombia,25/05/2020,31/05/2020,2020,22,50372424,4704
Colombia,Colombia,01/06/2020,07/06/2020,2020,23,50372424,5106
Colombia,Colombia,08/06/2020,14/06/2020,2020,24,50372424,5298
Colombia,Colombia,15/06/2020,21/06/2020,2020,25,50372424,5732
Colombia,Colombia,22/06/2020,28/06/2020,2020,26,50372424,6082
Colombia,Colombia,29/06/2020,05/07/2020,2020,27,50372424,6166
Colombia,Colombia,06/07/2020,12/07/2020,2020,28,50372424,6687
Colombia,Colombia,13/07/2020,19/07/2020,2020,29,50372424,7225
Colombia,Colombia,20/07/2020,26/07/2020,2020,30,50372424,7623
Colombia,Colombia,27/07/2020,02/08/2020,2020,31,50372424,8001
Colombia,Colombia,03/08/2020,09/08/2020,2020,32,50372424,7800
Colombia,Colombia,10/08/2020,16/08/2020,2020,33,50372424,7554
Colombia,Colombia,17/08/2020,23/08/2020,2020,34,50372424,7074
Colombia,Colombia,24/08/2020,30/08/2020,2020,35,50372424,6712
Colombia,Colombia,31/08/2020,06/09/2020,2020,36,50372424,6501
Colombia,Colombia,07/09/2020,13/09/2020,2020,37,50372424,6326
Colombia,Colombia,14/09/2020,20/09/2020,2020,38,50372424,6167
Colombia,Colombia,21/09/2020,27/09/2020,2020,39,50372424,6106
Colombia,Colombia,28/09/2020,04/10/2020,2020,40,50372424,5943
Colombia,Colombia,05/10/2020,11/10/2020,2020,41,50372424,6117
Colombia,Colombia,12/10/2020,18/10/2020,2020,42,50372424,6140
Colombia,Colombia,19/10/2020,25/10/2020,2020,43,50372424,6232
Colombia,Colombia,26/10/2020,01/11/2020,2020,44,50372424,6019
Colombia,Colombia,02/11/2020,08/11/2020,2020,45,50372424,6178
Colombia,Colombia,09/11/2020,15/11/2020,2020,46,50372424,6046
Colombia,Colombia,16/11/2020,22/11/2020,2020,47,50372424,6176
Colombia,Colombia,23/11/2020,29/11/2020,2020,48,50372424,6174
Colombia,Colombia,30/11/2020,06/12/2020,2020,49,50372424,6130
Colombia,Colombia,07/12/2020,13/12/2020,2020,50,50372424,6537
Colombia,Colombia,14/12/2020,20/12/2020,2020,51,50372424,6575
Colombia,Colombia,21/12/2020,27/12/2020,2020,52,50372424,7070
Colombia,Colombia,28/12/2020,03/01/2021,2020,53,50372424,7638
Colombia,Colombia,04/01/2021,10/01/2021,2021,1,50372424,7722
Colombia,Colombia,11/01/2021,17/01/2021,2021,2,50372424,8175
