Date_evenement,Zone,Remontee_dematerialisee_2020,Total_deces_2020,Taux_dematerialisation_2020,Remontee_dematerialisee_2019,Total_deces_2019,Remontee_dematerialisee_2018,Total_deces_2018
01/03/2020,Dept_46,12,13,0.92,8,9,6,10
02/03/2020,Dept_46,21,25,0.84,14,19,8,15
03/03/2020,Dept_46,24,31,0.77,21,28,9,17
04/03/2020,Dept_46,33,40,0.83,26,34,12,22
05/03/2020,Dept_46,34,41,0.83,33,44,15,29
06/03/2020,Dept_46,40,47,0.85,37,50,20,34
07/03/2020,Dept_46,44,53,0.83,41,57,22,38
08/03/2020,Dept_46,46,56,0.82,44,64,29,48
09/03/2020,Dept_46,49,60,0.82,49,72,33,53
10/03/2020,Dept_46,52,66,0.79,52,78,39,61
11/03/2020,Dept_46,53,67,0.79,58,86,44,66
12/03/2020,Dept_46,54,69,0.78,66,96,51,77
13/03/2020,Dept_46,55,70,0.79,70,103,55,82
14/03/2020,Dept_46,58,73,0.79,78,112,56,85
15/03/2020,Dept_46,62,77,0.81,82,121,59,91
16/03/2020,Dept_46,63,78,0.81,86,126,65,101
17/03/2020,Dept_46,65,NA,,91,131,69,108
18/03/2020,Dept_46,69,NA,,94,138,74,115
19/03/2020,Dept_46,73,NA,,98,144,80,121
20/03/2020,Dept_46,78,NA,,105,153,82,126
21/03/2020,Dept_46,NA,NA,,109,159,84,130
22/03/2020,Dept_46,NA,NA,,113,167,88,135
23/03/2020,Dept_46,NA,NA,,116,171,93,141
24/03/2020,Dept_46,NA,NA,,120,176,97,146
25/03/2020,Dept_46,NA,NA,,124,182,101,156
26/03/2020,Dept_46,NA,NA,,126,185,107,163
27/03/2020,Dept_46,NA,NA,,127,188,108,166
28/03/2020,Dept_46,NA,NA,,130,192,116,177
29/03/2020,Dept_46,NA,NA,,132,196,119,182
30/03/2020,Dept_46,NA,NA,,139,204,123,190
31/03/2020,Dept_46,NA,NA,,143,211,127,197
01/03/2020,Dept_47,7,8,0.88,10,10,14,21
02/03/2020,Dept_47,15,21,0.71,21,27,27,39
03/03/2020,Dept_47,29,36,0.81,25,34,32,46
04/03/2020,Dept_47,44,52,0.85,35,47,37,54
05/03/2020,Dept_47,60,68,0.88,53,67,44,62
06/03/2020,Dept_47,68,77,0.88,63,79,56,76
07/03/2020,Dept_47,80,90,0.89,72,93,67,91
08/03/2020,Dept_47,95,106,0.9,82,104,72,99
09/03/2020,Dept_47,104,115,0.9,95,120,77,106
10/03/2020,Dept_47,109,121,0.9,106,133,81,114
11/03/2020,Dept_47,122,134,0.91,112,141,86,123
12/03/2020,Dept_47,132,145,0.91,122,153,97,138
13/03/2020,Dept_47,146,161,0.91,135,167,106,153
14/03/2020,Dept_47,158,173,0.91,138,175,112,161
15/03/2020,Dept_47,168,183,0.92,146,188,120,172
16/03/2020,Dept_47,177,192,0.92,156,200,126,183
17/03/2020,Dept_47,189,NA,,158,203,135,194
18/03/2020,Dept_47,198,NA,,170,216,143,206
19/03/2020,Dept_47,206,NA,,183,232,158,224
20/03/2020,Dept_47,211,NA,,191,240,166,233
21/03/2020,Dept_47,NA,NA,,197,249,174,245
22/03/2020,Dept_47,NA,NA,,211,263,185,259
23/03/2020,Dept_47,NA,NA,,216,272,193,269
24/03/2020,Dept_47,NA,NA,,224,282,202,281
25/03/2020,Dept_47,NA,NA,,232,294,209,292
26/03/2020,Dept_47,NA,NA,,238,302,216,299
27/03/2020,Dept_47,NA,NA,,245,314,227,311
28/03/2020,Dept_47,NA,NA,,254,324,235,326
29/03/2020,Dept_47,NA,NA,,262,336,243,339
30/03/2020,Dept_47,NA,NA,,271,349,253,351
31/03/2020,Dept_47,NA,NA,,277,358,259,359
01/03/2020,Dept_48,1,3,0.33,1,2,4,8
02/03/2020,Dept_48,1,3,0.33,7,9,7,13
03/03/2020,Dept_48,3,5,0.6,9,12,8,15
04/03/2020,Dept_48,4,7,0.57,12,15,10,18
05/03/2020,Dept_48,5,8,0.63,16,19,10,20
06/03/2020,Dept_48,6,10,0.6,17,20,11,21
07/03/2020,Dept_48,8,13,0.62,18,21,11,21
08/03/2020,Dept_48,9,15,0.6,21,25,11,21
09/03/2020,Dept_48,9,15,0.6,23,29,12,23
10/03/2020,Dept_48,12,19,0.63,25,34,18,33
11/03/2020,Dept_48,13,20,0.65,29,38,19,36
12/03/2020,Dept_48,15,23,0.65,30,40,20,39
13/03/2020,Dept_48,15,27,0.56,31,41,20,39
14/03/2020,Dept_48,17,29,0.59,32,42,21,43
15/03/2020,Dept_48,17,29,0.59,33,43,21,43
16/03/2020,Dept_48,19,31,0.61,33,43,23,47
17/03/2020,Dept_48,20,NA,,34,46,25,51
18/03/2020,Dept_48,22,NA,,37,50,26,52
19/03/2020,Dept_48,22,NA,,38,52,26,53
20/03/2020,Dept_48,26,NA,,39,55,29,59
21/03/2020,Dept_48,NA,NA,,41,59,30,60
22/03/2020,Dept_48,NA,NA,,42,62,31,61
23/03/2020,Dept_48,NA,NA,,43,64,34,65
24/03/2020,Dept_48,NA,NA,,47,69,35,67
25/03/2020,Dept_48,NA,NA,,48,70,38,71
26/03/2020,Dept_48,NA,NA,,48,72,40,77
27/03/2020,Dept_48,NA,NA,,50,76,41,79
28/03/2020,Dept_48,NA,NA,,51,78,43,84
29/03/2020,Dept_48,NA,NA,,52,80,45,86
30/03/2020,Dept_48,NA,NA,,53,81,47,89
31/03/2020,Dept_48,NA,NA,,53,81,48,90
01/03/2020,Dept_49,20,20,1,24,25,20,25
02/03/2020,Dept_49,42,46,0.91,40,43,43,49
03/03/2020,Dept_49,62,66,0.94,58,70,62,71
04/03/2020,Dept_49,75,82,0.91,77,91,80,92
05/03/2020,Dept_49,94,103,0.91,90,108,98,113
06/03/2020,Dept_49,121,131,0.92,108,128,115,134
07/03/2020,Dept_49,139,150,0.93,121,144,135,159
08/03/2020,Dept_49,160,174,0.92,141,169,162,190
09/03/2020,Dept_49,177,193,0.92,165,194,187,220
10/03/2020,Dept_49,197,217,0.91,183,215,198,232
11/03/2020,Dept_49,228,248,0.92,204,240,214,253
12/03/2020,Dept_49,242,265,0.91,217,257,230,270
13/03/2020,Dept_49,258,281,0.92,236,278,255,297
14/03/2020,Dept_49,277,300,0.92,252,295,271,316
15/03/2020,Dept_49,296,319,0.93,270,314,295,344
16/03/2020,Dept_49,317,340,0.93,290,336,319,375
17/03/2020,Dept_49,339,NA,,298,349,332,390
18/03/2020,Dept_49,366,NA,,328,381,350,414
19/03/2020,Dept_49,378,NA,,349,405,367,434
20/03/2020,Dept_49,394,NA,,363,422,383,455
21/03/2020,Dept_49,NA,NA,,373,437,407,483
22/03/2020,Dept_49,NA,NA,,388,455,426,504
23/03/2020,Dept_49,NA,NA,,409,479,445,528
24/03/2020,Dept_49,NA,NA,,417,491,463,553
25/03/2020,Dept_49,NA,NA,,432,508,480,571
26/03/2020,Dept_49,NA,NA,,446,526,499,592
27/03/2020,Dept_49,NA,NA,,470,552,518,615
28/03/2020,Dept_49,NA,NA,,482,565,536,638
29/03/2020,Dept_49,NA,NA,,499,583,558,664
30/03/2020,Dept_49,NA,NA,,512,599,578,691
31/03/2020,Dept_49,NA,NA,,534,627,608,725
01/03/2020,Dept_50,13,13,1,14,20,17,18
02/03/2020,Dept_50,26,30,0.87,26,34,23,26
03/03/2020,Dept_50,44,50,0.88,42,52,36,40
04/03/2020,Dept_50,57,65,0.88,48,61,53,61
05/03/2020,Dept_50,69,80,0.86,69,84,62,76
06/03/2020,Dept_50,90,103,0.87,79,96,73,96
07/03/2020,Dept_50,103,117,0.88,94,113,89,114
08/03/2020,Dept_50,118,133,0.89,111,130,102,128
09/03/2020,Dept_50,133,151,0.88,118,141,116,146
10/03/2020,Dept_50,145,167,0.87,127,153,132,166
11/03/2020,Dept_50,165,191,0.86,140,168,152,189
12/03/2020,Dept_50,181,210,0.86,157,187,179,222
13/03/2020,Dept_50,192,224,0.86,165,195,193,238
14/03/2020,Dept_50,200,234,0.85,184,214,204,252
15/03/2020,Dept_50,215,249,0.86,192,224,217,268
16/03/2020,Dept_50,225,259,0.87,206,242,231,283
17/03/2020,Dept_50,242,NA,,217,254,253,306
18/03/2020,Dept_50,256,NA,,231,271,264,317
19/03/2020,Dept_50,268,NA,,241,286,271,331
20/03/2020,Dept_50,283,NA,,260,308,283,344
21/03/2020,Dept_50,NA,NA,,273,322,296,357
22/03/2020,Dept_50,NA,NA,,287,338,312,375
23/03/2020,Dept_50,NA,NA,,298,351,324,393
24/03/2020,Dept_50,NA,NA,,314,367,332,410
25/03/2020,Dept_50,NA,NA,,324,377,348,431
26/03/2020,Dept_50,NA,NA,,346,402,371,458
27/03/2020,Dept_50,NA,NA,,357,413,387,482
28/03/2020,Dept_50,NA,NA,,363,422,402,501
29/03/2020,Dept_50,NA,NA,,380,441,419,524
30/03/2020,Dept_50,NA,NA,,397,460,435,545
31/03/2020,Dept_50,NA,NA,,412,479,447,562
01/03/2020,Dept_51,8,8,1,16,17,13,18
02/03/2020,Dept_51,20,23,0.87,35,39,33,40
03/03/2020,Dept_51,34,37,0.92,45,50,45,53
04/03/2020,Dept_51,42,46,0.91,58,63,67,76
05/03/2020,Dept_51,53,59,0.9,67,76,86,96
06/03/2020,Dept_51,66,73,0.9,78,87,102,113
07/03/2020,Dept_51,82,89,0.92,90,103,121,133
08/03/2020,Dept_51,93,100,0.93,102,118,135,149
09/03/2020,Dept_51,102,110,0.93,119,136,157,174
10/03/2020,Dept_51,115,123,0.93,137,155,172,189
11/03/2020,Dept_51,130,138,0.94,151,172,190,210
12/03/2020,Dept_51,143,151,0.95,164,185,213,238
13/03/2020,Dept_51,157,166,0.95,174,196,231,260
14/03/2020,Dept_51,167,177,0.94,187,213,254,284
15/03/2020,Dept_51,186,196,0.95,193,221,272,309
16/03/2020,Dept_51,198,208,0.95,204,234,291,331
17/03/2020,Dept_51,211,NA,,220,254,306,347
18/03/2020,Dept_51,232,NA,,236,270,316,358
19/03/2020,Dept_51,244,NA,,246,281,338,383
20/03/2020,Dept_51,262,NA,,265,301,360,408
21/03/2020,Dept_51,NA,NA,,277,316,380,429
22/03/2020,Dept_51,NA,NA,,288,328,398,449
23/03/2020,Dept_51,NA,NA,,303,347,412,463
24/03/2020,Dept_51,NA,NA,,320,364,424,476
25/03/2020,Dept_51,NA,NA,,334,378,444,496
26/03/2020,Dept_51,NA,NA,,353,398,454,506
27/03/2020,Dept_51,NA,NA,,364,412,466,521
28/03/2020,Dept_51,NA,NA,,377,427,479,536
29/03/2020,Dept_51,NA,NA,,391,442,501,558
30/03/2020,Dept_51,NA,NA,,397,450,520,580
31/03/2020,Dept_51,NA,NA,,406,462,533,597
01/03/2020,Dept_52,4,6,0.67,4,4,8,10
02/03/2020,Dept_52,10,12,0.83,8,8,13,17
03/03/2020,Dept_52,13,15,0.87,15,17,21,26
04/03/2020,Dept_52,14,17,0.82,20,24,28,35
05/03/2020,Dept_52,19,23,0.83,25,31,34,42
06/03/2020,Dept_52,22,27,0.81,30,36,40,51
07/03/2020,Dept_52,25,30,0.83,34,40,44,59
08/03/2020,Dept_52,27,32,0.84,38,44,50,66
09/03/2020,Dept_52,30,35,0.86,43,49,52,69
10/03/2020,Dept_52,35,42,0.83,49,57,60,78
11/03/2020,Dept_52,40,49,0.82,54,62,64,83
12/03/2020,Dept_52,41,51,0.8,58,69,68,87
13/03/2020,Dept_52,45,56,0.8,63,74,76,97
14/03/2020,Dept_52,52,63,0.83,66,80,80,104
15/03/2020,Dept_52,57,69,0.83,71,85,82,108
16/03/2020,Dept_52,61,76,0.8,75,92,91,117
17/03/2020,Dept_52,65,NA,,80,97,97,125
18/03/2020,Dept_52,68,NA,,83,100,104,133
19/03/2020,Dept_52,76,NA,,88,108,110,140
20/03/2020,Dept_52,84,NA,,90,110,112,145
21/03/2020,Dept_52,NA,NA,,94,119,117,150
22/03/2020,Dept_52,NA,NA,,100,126,120,153
23/03/2020,Dept_52,NA,NA,,107,134,128,165
24/03/2020,Dept_52,NA,NA,,109,136,131,171
25/03/2020,Dept_52,NA,NA,,115,142,135,178
26/03/2020,Dept_52,NA,NA,,118,145,137,180
27/03/2020,Dept_52,NA,NA,,120,147,142,185
28/03/2020,Dept_52,NA,NA,,123,153,144,189
29/03/2020,Dept_52,NA,NA,,131,162,150,196
30/03/2020,Dept_52,NA,NA,,140,172,157,204
31/03/2020,Dept_52,NA,NA,,144,177,160,207
01/03/2020,Dept_53,6,6,1,9,11,5,8
02/03/2020,Dept_53,12,14,0.86,18,23,17,23
03/03/2020,Dept_53,15,17,0.88,23,31,26,32
04/03/2020,Dept_53,25,27,0.93,29,37,33,43
05/03/2020,Dept_53,36,39,0.92,38,48,39,52
06/03/2020,Dept_53,44,47,0.94,45,57,45,60
07/03/2020,Dept_53,46,50,0.92,50,63,53,68
08/03/2020,Dept_53,52,58,0.9,57,71,59,74
09/03/2020,Dept_53,58,64,0.91,64,78,67,82
10/03/2020,Dept_53,70,77,0.91,67,83,72,89
11/03/2020,Dept_53,75,83,0.9,73,91,78,96
12/03/2020,Dept_53,80,90,0.89,75,95,84,105
13/03/2020,Dept_53,86,96,0.9,85,107,92,115
14/03/2020,Dept_53,96,110,0.87,94,117,102,125
15/03/2020,Dept_53,105,121,0.87,98,121,114,139
16/03/2020,Dept_53,116,134,0.87,102,125,121,148
17/03/2020,Dept_53,123,NA,,106,130,130,158
18/03/2020,Dept_53,137,NA,,111,136,137,167
19/03/2020,Dept_53,143,NA,,117,144,145,177
20/03/2020,Dept_53,148,NA,,118,147,151,185
21/03/2020,Dept_53,NA,NA,,125,161,158,192
22/03/2020,Dept_53,NA,NA,,132,168,166,203
23/03/2020,Dept_53,NA,NA,,138,176,177,217
24/03/2020,Dept_53,NA,NA,,142,181,179,221
25/03/2020,Dept_53,NA,NA,,152,194,184,227
26/03/2020,Dept_53,NA,NA,,160,203,189,233
27/03/2020,Dept_53,NA,NA,,163,206,197,243
28/03/2020,Dept_53,NA,NA,,173,218,204,251
29/03/2020,Dept_53,NA,NA,,178,224,212,262
30/03/2020,Dept_53,NA,NA,,185,233,218,270
31/03/2020,Dept_53,NA,NA,,186,238,226,279
01/03/2020,Dept_54,17,21,0.81,19,23,21,24
02/03/2020,Dept_54,34,41,0.83,40,47,39,44
03/03/2020,Dept_54,57,65,0.88,60,71,61,72
04/03/2020,Dept_54,78,86,0.91,81,96,83,96
05/03/2020,Dept_54,102,111,0.92,100,116,107,125
06/03/2020,Dept_54,118,127,0.93,124,142,131,153
07/03/2020,Dept_54,136,145,0.94,142,162,156,182
08/03/2020,Dept_54,149,161,0.93,162,183,185,216
09/03/2020,Dept_54,166,181,0.92,180,207,196,230
10/03/2020,Dept_54,181,197,0.92,193,220,219,256
11/03/2020,Dept_54,200,217,0.92,204,233,238,279
12/03/2020,Dept_54,223,240,0.93,219,250,263,305
13/03/2020,Dept_54,252,270,0.93,232,267,282,328
14/03/2020,Dept_54,278,296,0.94,245,283,299,351
15/03/2020,Dept_54,293,312,0.94,263,304,323,376
16/03/2020,Dept_54,309,330,0.94,281,324,344,399
17/03/2020,Dept_54,329,NA,,302,345,360,419
18/03/2020,Dept_54,354,NA,,329,373,381,445
19/03/2020,Dept_54,370,NA,,347,394,398,467
20/03/2020,Dept_54,389,NA,,366,414,420,492
21/03/2020,Dept_54,NA,NA,,383,432,439,515
22/03/2020,Dept_54,NA,NA,,398,450,457,533
23/03/2020,Dept_54,NA,NA,,417,471,478,555
24/03/2020,Dept_54,NA,NA,,433,487,503,583
25/03/2020,Dept_54,NA,NA,,451,506,523,606
26/03/2020,Dept_54,NA,NA,,467,524,559,645
27/03/2020,Dept_54,NA,NA,,492,551,588,677
28/03/2020,Dept_54,NA,NA,,508,567,610,699
29/03/2020,Dept_54,NA,NA,,524,584,634,724
30/03/2020,Dept_54,NA,NA,,546,610,653,747
31/03/2020,Dept_54,NA,NA,,563,628,667,766
01/03/2020,Dept_55,5,5,1,6,7,3,4
02/03/2020,Dept_55,9,9,1,11,12,13,14
03/03/2020,Dept_55,15,17,0.88,18,20,16,17
04/03/2020,Dept_55,22,25,0.88,21,23,21,25
05/03/2020,Dept_55,23,26,0.88,26,29,25,31
06/03/2020,Dept_55,27,30,0.9,28,33,31,39
07/03/2020,Dept_55,34,38,0.89,33,39,36,45
08/03/2020,Dept_55,40,44,0.91,43,49,39,50
09/03/2020,Dept_55,46,50,0.92,46,53,44,58
10/03/2020,Dept_55,52,57,0.91,51,60,47,63
11/03/2020,Dept_55,53,59,0.9,59,69,53,70
12/03/2020,Dept_55,57,63,0.9,63,73,59,79
13/03/2020,Dept_55,61,67,0.91,72,85,67,88
14/03/2020,Dept_55,66,72,0.92,75,91,75,98
15/03/2020,Dept_55,68,74,0.92,80,98,80,105
16/03/2020,Dept_55,74,80,0.93,83,102,84,109
17/03/2020,Dept_55,81,NA,,87,107,87,115
18/03/2020,Dept_55,86,NA,,97,119,93,122
19/03/2020,Dept_55,91,NA,,100,123,100,130
20/03/2020,Dept_55,98,NA,,107,132,108,139
21/03/2020,Dept_55,NA,NA,,115,142,110,142
22/03/2020,Dept_55,NA,NA,,120,148,117,150
23/03/2020,Dept_55,NA,NA,,125,153,118,152
24/03/2020,Dept_55,NA,NA,,127,156,122,158
25/03/2020,Dept_55,NA,NA,,131,161,126,164
26/03/2020,Dept_55,NA,NA,,137,169,130,169
27/03/2020,Dept_55,NA,NA,,143,175,134,173
28/03/2020,Dept_55,NA,NA,,146,178,146,186
29/03/2020,Dept_55,NA,NA,,154,187,153,194
30/03/2020,Dept_55,NA,NA,,158,191,161,204
31/03/2020,Dept_55,NA,NA,,163,197,168,212
01/03/2020,Dept_56,29,30,0.97,31,34,31,35
02/03/2020,Dept_56,46,47,0.98,58,62,52,59
03/03/2020,Dept_56,74,76,0.97,81,85,82,94
04/03/2020,Dept_56,89,93,0.96,112,117,108,126
05/03/2020,Dept_56,116,123,0.94,132,140,136,158
06/03/2020,Dept_56,141,151,0.93,161,171,162,186
07/03/2020,Dept_56,163,175,0.93,180,191,196,225
08/03/2020,Dept_56,186,198,0.94,195,207,218,248
09/03/2020,Dept_56,204,217,0.94,217,230,256,288
10/03/2020,Dept_56,232,246,0.94,239,256,277,314
11/03/2020,Dept_56,258,273,0.95,265,283,304,344
12/03/2020,Dept_56,277,293,0.95,282,302,336,377
13/03/2020,Dept_56,304,320,0.95,308,330,365,410
14/03/2020,Dept_56,335,351,0.95,332,356,393,441
15/03/2020,Dept_56,360,377,0.95,355,380,407,456
16/03/2020,Dept_56,382,400,0.96,367,395,432,483
17/03/2020,Dept_56,406,NA,,391,422,452,505
18/03/2020,Dept_56,430,NA,,412,447,480,537
19/03/2020,Dept_56,446,NA,,429,465,498,557
20/03/2020,Dept_56,477,NA,,453,491,515,575
21/03/2020,Dept_56,NA,NA,,468,510,539,602
22/03/2020,Dept_56,NA,NA,,493,535,567,632
23/03/2020,Dept_56,NA,NA,,520,564,585,654
24/03/2020,Dept_56,NA,NA,,538,584,599,671
25/03/2020,Dept_56,NA,NA,,559,607,627,700
26/03/2020,Dept_56,NA,NA,,573,623,656,730
27/03/2020,Dept_56,NA,NA,,601,653,685,761
28/03/2020,Dept_56,NA,NA,,621,678,701,778
29/03/2020,Dept_56,NA,NA,,641,702,719,798
30/03/2020,Dept_56,NA,NA,,655,722,737,816
31/03/2020,Dept_56,NA,NA,,675,744,760,842
01/03/2020,Dept_57,30,33,0.91,30,33,24,28
02/03/2020,Dept_57,60,65,0.92,67,71,55,62
03/03/2020,Dept_57,73,80,0.91,86,96,95,109
04/03/2020,Dept_57,89,98,0.91,110,127,129,146
05/03/2020,Dept_57,111,123,0.9,144,167,156,177
06/03/2020,Dept_57,136,150,0.91,170,195,185,209
07/03/2020,Dept_57,160,177,0.9,210,238,233,262
08/03/2020,Dept_57,194,211,0.92,234,264,272,304
09/03/2020,Dept_57,220,239,0.92,257,289,300,338
10/03/2020,Dept_57,252,275,0.92,279,314,331,374
11/03/2020,Dept_57,280,306,0.92,306,343,368,414
12/03/2020,Dept_57,310,337,0.92,336,377,413,468
13/03/2020,Dept_57,348,377,0.92,363,407,441,501
14/03/2020,Dept_57,373,404,0.92,381,432,482,543
15/03/2020,Dept_57,408,442,0.92,409,462,505,570
16/03/2020,Dept_57,441,476,0.93,439,495,534,602
17/03/2020,Dept_57,475,NA,,464,524,567,637
18/03/2020,Dept_57,522,NA,,492,557,596,671
19/03/2020,Dept_57,550,NA,,517,584,632,710
20/03/2020,Dept_57,600,NA,,539,606,670,750
21/03/2020,Dept_57,NA,NA,,565,634,696,777
22/03/2020,Dept_57,NA,NA,,584,656,728,812
23/03/2020,Dept_57,NA,NA,,614,687,751,837
24/03/2020,Dept_57,NA,NA,,641,716,783,876
25/03/2020,Dept_57,NA,NA,,672,747,816,912
26/03/2020,Dept_57,NA,NA,,690,767,843,944
27/03/2020,Dept_57,NA,NA,,722,803,880,986
28/03/2020,Dept_57,NA,NA,,744,829,906,1014
29/03/2020,Dept_57,NA,NA,,775,863,927,1039
30/03/2020,Dept_57,NA,NA,,805,897,958,1071
31/03/2020,Dept_57,NA,NA,,830,927,985,1102
01/03/2020,Dept_58,4,4,1,7,8,8,11
02/03/2020,Dept_58,11,12,0.92,12,18,20,23
03/03/2020,Dept_58,14,17,0.82,19,26,28,32
04/03/2020,Dept_58,20,25,0.8,30,40,36,41
05/03/2020,Dept_58,31,38,0.82,36,48,48,56
06/03/2020,Dept_58,41,48,0.85,42,55,53,65
07/03/2020,Dept_58,41,48,0.85,50,64,61,75
08/03/2020,Dept_58,44,52,0.85,58,74,72,87
09/03/2020,Dept_58,47,55,0.85,66,86,82,100
10/03/2020,Dept_58,52,60,0.87,70,90,92,113
11/03/2020,Dept_58,61,70,0.87,77,98,98,121
12/03/2020,Dept_58,63,72,0.88,82,104,105,130
13/03/2020,Dept_58,73,83,0.88,91,114,113,139
14/03/2020,Dept_58,77,88,0.88,100,124,121,148
15/03/2020,Dept_58,83,96,0.86,104,129,128,158
16/03/2020,Dept_58,88,101,0.87,108,135,137,170
17/03/2020,Dept_58,95,NA,,115,145,146,181
18/03/2020,Dept_58,98,NA,,119,151,155,191
19/03/2020,Dept_58,100,NA,,127,160,163,200
20/03/2020,Dept_58,102,NA,,128,163,171,211
21/03/2020,Dept_58,NA,NA,,131,169,178,219
22/03/2020,Dept_58,NA,NA,,134,175,187,229
23/03/2020,Dept_58,NA,NA,,141,182,196,242
24/03/2020,Dept_58,NA,NA,,148,189,202,252
25/03/2020,Dept_58,NA,NA,,155,198,205,259
26/03/2020,Dept_58,NA,NA,,163,211,215,271
27/03/2020,Dept_58,NA,NA,,166,215,223,284
28/03/2020,Dept_58,NA,NA,,174,227,231,293
29/03/2020,Dept_58,NA,NA,,184,239,240,306
30/03/2020,Dept_58,NA,NA,,187,245,246,313
31/03/2020,Dept_58,NA,NA,,195,255,255,325
01/03/2020,Dept_59,58,61,0.95,56,59,78,87
02/03/2020,Dept_59,118,124,0.95,117,124,161,180
03/03/2020,Dept_59,207,219,0.95,178,190,245,272
04/03/2020,Dept_59,278,297,0.94,253,267,328,363
05/03/2020,Dept_59,332,358,0.93,314,337,407,455
06/03/2020,Dept_59,389,418,0.93,370,400,487,548
07/03/2020,Dept_59,444,473,0.94,436,472,567,639
08/03/2020,Dept_59,513,546,0.94,497,539,668,749
09/03/2020,Dept_59,584,623,0.94,563,608,757,839
10/03/2020,Dept_59,644,687,0.94,624,672,832,917
11/03/2020,Dept_59,707,753,0.94,679,733,909,1002
12/03/2020,Dept_59,771,820,0.94,754,813,993,1095
13/03/2020,Dept_59,830,885,0.94,814,880,1060,1169
14/03/2020,Dept_59,893,949,0.94,883,952,1142,1259
15/03/2020,Dept_59,944,1002,0.94,947,1019,1222,1341
16/03/2020,Dept_59,1012,1071,0.94,1007,1086,1300,1427
17/03/2020,Dept_59,1079,NA,,1065,1149,1389,1522
18/03/2020,Dept_59,1150,NA,,1128,1214,1452,1591
19/03/2020,Dept_59,1205,NA,,1192,1287,1531,1679
20/03/2020,Dept_59,1270,NA,,1260,1356,1588,1744
21/03/2020,Dept_59,NA,NA,,1330,1428,1659,1822
22/03/2020,Dept_59,NA,NA,,1389,1496,1737,1908
23/03/2020,Dept_59,NA,NA,,1446,1555,1804,1981
24/03/2020,Dept_59,NA,NA,,1497,1607,1878,2061
25/03/2020,Dept_59,NA,NA,,1542,1657,1958,2146
26/03/2020,Dept_59,NA,NA,,1598,1721,2019,2210
27/03/2020,Dept_59,NA,NA,,1665,1795,2082,2285
28/03/2020,Dept_59,NA,NA,,1716,1851,2146,2353
29/03/2020,Dept_59,NA,NA,,1775,1912,2218,2434
30/03/2020,Dept_59,NA,NA,,1835,1974,2278,2502
31/03/2020,Dept_59,NA,NA,,1884,2026,2359,2590
01/03/2020,Dept_60,16,19,0.84,15,17,17,22
02/03/2020,Dept_60,31,37,0.84,33,37,31,38
03/03/2020,Dept_60,46,53,0.87,42,48,50,61
04/03/2020,Dept_60,63,73,0.86,53,64,64,79
05/03/2020,Dept_60,81,92,0.88,70,83,84,104
06/03/2020,Dept_60,102,116,0.88,86,101,103,125
07/03/2020,Dept_60,121,137,0.88,105,123,125,149
08/03/2020,Dept_60,135,154,0.88,120,140,143,172
09/03/2020,Dept_60,155,176,0.88,137,159,162,194
10/03/2020,Dept_60,174,198,0.88,152,178,177,211
11/03/2020,Dept_60,204,229,0.89,168,194,189,227
12/03/2020,Dept_60,223,250,0.89,189,217,203,245
13/03/2020,Dept_60,239,266,0.9,211,244,223,269
14/03/2020,Dept_60,270,297,0.91,222,258,239,288
15/03/2020,Dept_60,293,320,0.92,238,276,252,306
16/03/2020,Dept_60,311,339,0.92,254,297,264,321
17/03/2020,Dept_60,339,NA,,267,311,277,337
18/03/2020,Dept_60,364,NA,,286,334,290,352
19/03/2020,Dept_60,393,NA,,301,350,307,371
20/03/2020,Dept_60,414,NA,,313,364,326,391
21/03/2020,Dept_60,NA,NA,,327,380,343,412
22/03/2020,Dept_60,NA,NA,,339,394,357,429
23/03/2020,Dept_60,NA,NA,,356,417,380,452
24/03/2020,Dept_60,NA,NA,,375,440,399,474
25/03/2020,Dept_60,NA,NA,,388,456,410,487
26/03/2020,Dept_60,NA,NA,,401,472,421,501
27/03/2020,Dept_60,NA,NA,,411,485,433,514
28/03/2020,Dept_60,NA,NA,,421,497,445,527
29/03/2020,Dept_60,NA,NA,,435,514,462,545
30/03/2020,Dept_60,NA,NA,,450,532,480,564
31/03/2020,Dept_60,NA,NA,,457,541,493,578
01/03/2020,Dept_61,5,6,0.83,10,10,5,7
02/03/2020,Dept_61,10,13,0.77,21,22,13,19
03/03/2020,Dept_61,18,23,0.78,32,35,21,28
04/03/2020,Dept_61,26,32,0.81,34,40,28,35
05/03/2020,Dept_61,35,41,0.85,42,52,39,48
06/03/2020,Dept_61,44,50,0.88,54,66,51,65
07/03/2020,Dept_61,50,57,0.88,63,79,62,78
08/03/2020,Dept_61,59,68,0.87,74,92,71,89
09/03/2020,Dept_61,68,78,0.87,82,103,83,104
10/03/2020,Dept_61,69,81,0.85,93,116,93,117
11/03/2020,Dept_61,77,90,0.86,97,121,97,123
12/03/2020,Dept_61,89,103,0.86,104,129,107,136
13/03/2020,Dept_61,101,115,0.88,111,137,112,145
14/03/2020,Dept_61,109,123,0.89,121,149,120,156
15/03/2020,Dept_61,117,133,0.88,128,158,125,169
16/03/2020,Dept_61,122,139,0.88,137,169,133,182
17/03/2020,Dept_61,133,NA,,145,177,138,188
18/03/2020,Dept_61,139,NA,,152,185,146,197
19/03/2020,Dept_61,142,NA,,159,193,154,208
20/03/2020,Dept_61,148,NA,,168,202,159,215
21/03/2020,Dept_61,NA,NA,,176,214,166,227
22/03/2020,Dept_61,NA,NA,,181,221,173,235
