date,object_id,cod_istatn,nome_com,nome_pro,positivi,deceduti,totale
2020-04-09,1470,03019011,CAMPAGNOLA CREMASCA,CREMONA,4,0,4
2020-04-09,1471,03017186,TORBOLE CASAGLIA,BRESCIA,35,15,50
2020-04-09,1154,03015209,SESTO SAN GIOVANNI,MILANO,242,47,289
2020-04-09,1155,03017089,LIMONE SUL GARDA,BRESCIA,1,0,1
2020-04-09,1157,03098046,SALERANO SUL LAMBRO,LODI,16,0,16
2020-04-09,1158,03019098,SORESINA,CREMONA,113,27,140
2020-04-09,1159,03012134,VEDANO OLONA,VARESE,6,0,6
2020-04-09,1160,03016145,OLMO AL BREMBO,BERGAMO,4,4,8
2020-04-09,1161,03020003,BAGNOLO SAN VITO,MANTOVA,17,4,21
2020-04-09,1162,03016134,MEZZOLDO,BERGAMO,1,0,1
2020-04-09,1163,03108053,CORNATE D`ADDA,MONZA E DELLA BRIANZA,28,14,42
2020-04-09,1164,03018151,SOMMO,PAVIA,2,0,2
2020-04-09,1165,03017095,LOZIO,BRESCIA,3,0,3
2020-04-09,1166,03017041,CASTELCOVATI,BRESCIA,34,9,43
2020-04-09,1167,03013199,RONAGO,COMO,3,0,3
2020-04-09,1168,03014051,POGGIRIDENTI,SONDRIO,3,2,5
2020-04-09,1169,03018083,LOMELLO,PAVIA,7,3,10
2020-04-09,1301,03015177,POZZO D`ADDA,MILANO,32,3,35
2020-04-09,1302,03017126,ORZIVECCHI,BRESCIA,16,7,23
2020-04-09,1303,03015202,SAN ZENONE AL LAMBRO,MILANO,26,3,29
2020-04-09,1305,03013118,INVERIGO,COMO,30,8,38
2020-04-09,1306,03097057,OGGIONO,LECCO,36,6,42
2020-04-09,1053,03013216,SORICO,COMO,6,1,7
2020-04-09,1054,03017003,AGNOSINE,BRESCIA,13,7,20
2020-04-09,1055,03012120,SESTO CALENDE,VARESE,9,0,9
2020-04-09,1056,03098035,MALEO,LODI,37,15,52
2020-04-09,1057,03014030,FUSINE,SONDRIO,2,0,2
2020-04-09,1058,03016141,MORNICO AL SERIO,BERGAMO,16,5,21
2020-04-09,1059,03017200,VILLACHIARA,BRESCIA,13,5,18
2020-04-09,1472,03017091,LOGRATO,BRESCIA,23,14,37
2020-04-09,1473,03017150,PONTOGLIO,BRESCIA,53,17,70
2020-04-09,1477,03018011,BASTIDA PANCARANA,PAVIA,8,1,9
2020-04-09,1478,03017012,BARGHE,BRESCIA,5,0,5
2020-04-09,1481,03017058,COLLIO,BRESCIA,5,0,5
2020-04-09,1483,03014026,DELEBIO,SONDRIO,10,2,12
2020-04-09,1487,03108054,LENTATE SUL SEVESO,MONZA E DELLA BRIANZA,29,3,32
2020-04-09,1488,03018031,CASANOVA LONATI,PAVIA,1,0,1
2020-04-09,1170,03097086,VERCURAGO,LECCO,17,6,23
2020-04-09,1171,03018106,OTTOBIANO,PAVIA,8,3,11
2020-04-09,1172,03020033,MARMIROLO,MANTOVA,15,2,17
2020-04-09,1173,03016187,ROVETTA,BERGAMO,40,17,57
2020-04-09,1174,03098050,SANT`ANGELO LODIGIANO,LODI,65,19,84
2020-04-09,1175,03019017,CASALE CREMASCO - VIDOLASCO,CREMONA,10,3,13
2020-04-09,1177,03097056,NIBIONNO,LECCO,8,4,12
2020-04-09,1178,03012119,SARONNO,VARESE,80,15,95
2020-04-09,1179,03013028,BREGNANO,COMO,12,3,15
2020-04-09,1307,03016133,MARTINENGO,BERGAMO,63,34,97
2020-04-09,1308,03020057,SAN GIORGIO BIGARELLO,MANTOVA,23,1,24
2020-04-09,1309,03020038,OSTIGLIA,MANTOVA,19,2,21
2020-04-09,1310,03015230,VAPRIO D`ADDA,MILANO,40,7,47
2020-04-09,1060,03015024,BINASCO,MILANO,18,7,25
2020-04-09,1061,03012014,BIANDRONNO,VARESE,2,0,2
2020-04-09,1063,03016024,BERGAMO,BERGAMO,"1,011",267,"1,278"
2020-04-09,1064,03020008,CANNETO SULL`OGLIO,MANTOVA,55,15,70
2020-04-09,1065,03012142,MACCAGNO CON PINO E VEDDASCA,VARESE,3,0,3
2020-04-09,1066,03012006,AZZATE,VARESE,7,0,7
2020-04-09,1067,03016009,AMBIVERE,BERGAMO,16,3,19
2020-04-09,1068,03012139,VIGGIU`,VARESE,5,2,7
2020-04-09,1069,03014045,MORBEGNO,SONDRIO,29,4,33
2020-04-09,1071,03019092,SCANDOLARA RAVARA,CREMONA,22,1,23
2020-04-09,1072,03016160,PEDRENGO,BERGAMO,32,23,55
2020-04-09,1073,03017069,ERBUSCO,BRESCIA,51,17,68
2020-04-09,1074,03016111,GAZZANIGA,BERGAMO,65,15,80
2020-04-09,1075,03014052,PONTE IN VALTELLINA,SONDRIO,9,0,9
2020-04-09,1076,03012050,CISLAGO,VARESE,16,3,19
2020-04-09,1077,03020030,MANTOVA,MANTOVA,173,33,206
2020-04-09,1484,03017164,ROE` VOLCIANO,BRESCIA,21,4,25
2020-04-09,1485,03015176,POGLIANO MILANESE,MILANO,34,10,44
2020-04-09,1180,03108048,VERANO BRIANZA,MONZA E DELLA BRIANZA,24,2,26
2020-04-09,1181,03016046,CALUSCO D`ADDA,BERGAMO,65,19,84
2020-04-09,1182,03018140,SANTA GIULETTA,PAVIA,11,5,16
2020-04-09,1183,03015139,MEDIGLIA,MILANO,89,27,116
2020-04-09,1184,03015164,OSSONA,MILANO,22,0,22
2020-04-09,1185,03017019,BIONE,BRESCIA,10,3,13
2020-04-09,1186,03097013,CALOLZIOCORTE,LECCO,100,22,122
2020-04-09,1187,03018047,CERVESINA,PAVIA,9,4,13
2020-04-09,1188,03108051,BUSNAGO,MONZA E DELLA BRIANZA,21,8,29
2020-04-09,1189,03016170,PONTE SAN PIETRO,BERGAMO,79,31,110
2020-04-09,1190,03018100,MONTU` BECCARIA,PAVIA,8,4,12
2020-04-09,1191,03015011,ASSAGO,MILANO,16,4,20
2020-04-09,1192,03098009,CASALMAIOCCO,LODI,19,5,24
2020-04-09,1193,03013119,LAGLIO,COMO,2,0,2
2020-04-09,1194,03098057,TERRANOVA DEI PASSERINI,LODI,9,0,9
2020-04-09,1195,03014050,PIURO,SONDRIO,1,4,5
2020-04-09,1196,03020062,SERRAVALLE A PO,MANTOVA,40,1,41
2020-04-09,1197,03019050,GRONTARDO,CREMONA,14,1,15
2020-04-09,1198,03018029,CANNETO PAVESE,PAVIA,2,1,3
2020-04-09,1311,03013009,ANZANO DEL PARCO,COMO,2,0,2
2020-04-09,1312,03108013,BURAGO DI MOLGORA,MONZA E DELLA BRIANZA,8,1,9
2020-04-09,1313,03016105,FORNOVO SAN GIOVANNI,BERGAMO,18,9,27
2020-04-09,1315,03016097,FARA OLIVANA CON SOLA,BERGAMO,4,3,7
2020-04-09,1316,03013077,CORRIDO,COMO,4,0,4
2020-04-09,1070,03108035,NOVA MILANESE,MONZA E DELLA BRIANZA,95,17,112
2020-04-09,1078,03016199,SERINA,BERGAMO,13,9,22
2020-04-09,1079,03097091,VERDERIO,LECCO,39,7,46
2020-04-09,1080,03015087,CORNAREDO,MILANO,52,9,61
2020-04-09,1081,03018080,LARDIRAGO,PAVIA,3,0,3
2020-04-09,1486,03019105,TORLINO VIMERCATI,CREMONA,0,1,1
2020-04-09,1489,03013139,MAGREGLIO,COMO,1,0,1
2020-04-09,1490,03019090,SAN GIOVANNI IN CROCE,CREMONA,9,0,9
2020-04-09,1491,03019085,ROBECCO D`OGLIO,CREMONA,19,3,22
2020-04-09,1493,03018051,CODEVILLA,PAVIA,0,1,1
2020-04-09,1494,03020043,POMPONESCO,MANTOVA,4,3,7
2020-04-09,1495,03016241,VILLA D`OGNA,BERGAMO,24,4,28
2020-04-09,1496,03017153,PRESEGLIE,BRESCIA,9,2,11
2020-04-09,1497,03097014,CARENNO,LECCO,7,2,9
2020-04-09,1498,03015154,NERVIANO,MILANO,41,4,45
2020-04-09,1499,03017195,VEROLANUOVA,BRESCIA,91,28,119
2020-04-09,1500,03012064,DAVERIO,VARESE,2,0,2
2020-04-09,1501,03098019,CODOGNO,LODI,215,80,295
2020-04-09,1502,03013185,PLESIO,COMO,2,0,2
2020-04-09,1503,03017083,INCUDINE,BRESCIA,1,0,1
2020-04-09,1505,03017075,GARDONE VAL TROMPIA,BRESCIA,60,14,74
2020-04-09,1506,03097029,CREMENO,LECCO,7,3,10
2020-04-09,1199,03012003,ANGERA,VARESE,2,1,3
2020-04-09,1201,03019033,CORTE DE` FRATI,CREMONA,25,8,33
2020-04-09,1202,03017171,SAN FELICE DEL BENACO,BRESCIA,15,4,19
2020-04-09,1203,03016031,BONATE SOTTO,BERGAMO,30,8,38
2020-04-09,1204,03017119,NUVOLENTO,BRESCIA,10,2,12
2020-04-09,1318,03019025,CASTELLEONE,CREMONA,170,35,205
2020-04-09,1319,03097028,CREMELLA,LECCO,7,1,8
2020-04-09,1320,03018143,SANTA MARIA DELLA VERSA,PAVIA,4,0,4
2020-04-09,1321,03018190,ZINASCO,PAVIA,10,2,12
2020-04-09,1322,03018108,PANCARANA,PAVIA,0,2,2
2020-04-09,1323,03108041,SOVICO,MONZA E DELLA BRIANZA,16,3,19
2020-04-09,1324,03017104,MARCHENO,BRESCIA,24,6,30
2020-04-09,1082,03012132,VARANO BORGHI,VARESE,3,0,3
2020-04-09,1083,03014008,BIANZONE,SONDRIO,11,3,14
2020-04-09,1084,03015237,VIGNATE,MILANO,40,5,45
2020-04-09,1085,03013058,CASTELMARTE,COMO,3,1,4
2020-04-09,1086,03016086,COSTA VOLPINO,BERGAMO,56,13,69
2020-04-09,1087,03017203,VISANO,BRESCIA,12,2,14
2020-04-09,1088,03016065,CASTRO,BERGAMO,8,4,12
2020-04-09,1089,03013023,BINAGO,COMO,5,1,6
2020-04-09,1090,03016130,LUZZANA,BERGAMO,7,0,7
2020-04-09,1091,03019086,ROMANENGO,CREMONA,38,9,47
2020-04-09,1206,03016044,CALCIO,BERGAMO,24,14,38
2020-04-09,1207,03015046,CANEGRATE,MILANO,25,3,28
2020-04-09,1208,03013160,MUSSO,COMO,5,0,5
2020-04-09,1210,03012034,CARONNO PERTUSELLA,VARESE,50,10,60
2020-04-09,1211,03015081,COLOGNO MONZESE,MILANO,267,60,327
2020-04-09,1326,03015035,BUBBIANO,MILANO,5,0,5
2020-04-09,1327,03098020,COMAZZO,LODI,5,3,8
2020-04-09,1328,03016087,COVO,BERGAMO,26,11,37
2020-04-09,1093,03020021,CURTATONE,MANTOVA,50,4,54
2020-04-09,1094,03020019,CERESARA,MANTOVA,6,5,11
2020-04-09,1095,03015118,LEGNANO,MILANO,171,29,200
2020-04-09,1096,03097031,DOLZAGO,LECCO,3,4,7
2020-04-09,1097,03013007,ALZATE BRIANZA,COMO,14,0,14
2020-04-09,1098,03014068,TOVO DI SANT`AGATA,SONDRIO,1,0,1
2020-04-09,1099,03016131,MADONE,BERGAMO,22,9,31
2020-04-09,1100,03016208,STROZZA,BERGAMO,8,2,10
2020-04-09,1101,03016036,BRANZI,BERGAMO,1,2,3
2020-04-09,1105,03012055,COMERIO,VARESE,4,1,5
2020-04-09,1106,03014019,CHIESA IN VALMALENCO,SONDRIO,6,1,7
2020-04-09,1212,03020020,COMMESSAGGIO,MANTOVA,2,0,2
2020-04-09,1213,03012007,AZZIO,VARESE,2,0,2
2020-04-09,1214,03017136,PASSIRANO,BRESCIA,51,10,61
2020-04-09,1215,03018084,LUNGAVILLA,PAVIA,8,2,10
2020-04-09,1216,03019036,CREMONA,CREMONA,"1,005",149,"1,154"
2020-04-09,1217,03014039,MANTELLO,SONDRIO,1,0,1
2020-04-09,1218,03015010,ARLUNO,MILANO,38,3,41
2020-04-09,1329,03019101,SPINEDA,CREMONA,7,2,9
2020-04-09,1330,03016110,GAVERINA TERME,BERGAMO,7,2,9
2020-04-09,1331,03018005,ARENA PO,PAVIA,7,4,11
2020-04-09,1332,03018102,MORTARA,PAVIA,65,24,89
2020-04-09,1333,03012053,COCQUIO - TREVISAGO,VARESE,71,0,71
2020-04-09,1334,03017052,CHIARI,BRESCIA,146,43,189
2020-04-09,1335,03097006,BARZANO`,LECCO,14,0,14
2020-04-09,1336,03015211,SETTIMO MILANESE,MILANO,77,16,93
2020-04-09,1337,03018053,COPIANO,PAVIA,3,0,3
2020-04-09,1338,03108017,CAVENAGO DI BRIANZA,MONZA E DELLA BRIANZA,33,9,42
2020-04-09,1339,03018030,CARBONARA AL TICINO,PAVIA,8,1,9
2020-04-09,1340,03012123,SOMMA LOMBARDO,VARESE,21,1,22
2020-04-09,1341,03018074,GOLFERENZO,PAVIA,2,0,2
2020-04-09,1342,03018116,PIZZALE,PAVIA,4,1,5
2020-04-09,1343,03014041,MELLO,SONDRIO,1,0,1
2020-04-09,1344,03017006,ANGOLO TERME,BRESCIA,18,4,22
2020-04-09,1350,03018149,SILVANO PIETRA,PAVIA,1,0,1
2020-04-09,1102,03015248,VILLA CORTESE,MILANO,20,3,23
2020-04-09,1103,03015159,OPERA,MILANO,21,6,27
2020-04-09,1219,03016038,BREMBATE DI SOPRA,BERGAMO,65,12,77
2020-04-09,1220,03097024,COLLE BRIANZA,LECCO,5,1,6
2020-04-09,1221,03018032,CASATISMA,PAVIA,4,3,7
2020-04-09,1222,03017051,CEVO,BRESCIA,13,2,15
2020-04-09,1223,03013029,BRENNA,COMO,9,1,10
2020-04-09,1226,03017085,ISEO,BRESCIA,79,12,91
2020-04-09,1345,03016250,MEDOLAGO,BERGAMO,13,1,14
2020-04-09,1346,03019019,CASALETTO DI SOPRA,CREMONA,3,3,6
2020-04-09,1104,03019024,CASTEL GABBIANO,CREMONA,0,3,3
2020-04-09,1107,03012080,GORNATE OLONA,VARESE,4,1,5
2020-04-09,1108,03015099,DAIRAGO,MILANO,7,1,8
2020-04-09,1109,03019045,GABBIONETA BINANUOVA,CREMONA,18,0,18
2020-04-09,1110,03014048,PIANTEDO,SONDRIO,5,0,5
2020-04-09,1111,03016135,MISANO DI GERA D`ADDA,BERGAMO,17,7,24
2020-04-09,1112,03012029,CAIRATE,VARESE,5,1,6
2020-04-09,1113,03108055,RONCELLO,MONZA E DELLA BRIANZA,21,2,23
2020-04-09,1114,03018019,BORNASCO,PAVIA,3,2,5
2020-04-09,1227,03018063,FILIGHERA,PAVIA,3,2,5
2020-04-09,1228,03014046,NOVATE MEZZOLA,SONDRIO,3,2,5
2020-04-09,1229,03013041,CANTU`,COMO,71,13,84
2020-04-09,1230,03017117,NAVE,BRESCIA,74,16,90
2020-04-09,1231,03016207,STEZZANO,BERGAMO,92,30,122
2020-04-09,1232,03016173,PRADALUNGA,BERGAMO,30,27,57
2020-04-09,1234,03016106,FUIPIANO VALLE IMAGNA,BERGAMO,0,2,2
2020-04-09,1235,03017115,MURA,BRESCIA,5,2,7
2020-04-09,1236,03017033,CALVAGESE DELLA RIVIERA,BRESCIA,7,1,8
2020-04-09,1237,03013011,ARGEGNO,COMO,2,0,2
2020-04-09,1238,03016088,CREDARO,BERGAMO,10,8,18
2020-04-09,1239,03016052,CAPRINO BERGAMASCO,BERGAMO,24,8,32
2020-04-09,1240,03020026,GOITO,MANTOVA,44,16,60
2020-04-09,1241,03013193,PUSIANO,COMO,3,0,3
2020-04-09,1242,03013064,CERMENATE,COMO,15,3,18
2020-04-09,1243,03108003,ALBIATE,MONZA E DELLA BRIANZA,14,2,16
2020-04-09,1347,03016089,CURNO,BERGAMO,50,15,65
2020-04-09,1348,03015042,CALVIGNASCO,MILANO,0,2,2
2020-04-09,1115,03017048,CELLATICA,BRESCIA,27,4,31
2020-04-09,1116,03018081,LINAROLO,PAVIA,13,3,16
2020-04-09,1117,03013013,ASSO,COMO,18,2,20
2020-04-09,1118,03017158,PUEGNAGO SUL GARDA,BRESCIA,12,2,14
2020-04-09,1119,03015182,RHO,MILANO,166,22,188
2020-04-09,1121,03018092,MEZZANINO,PAVIA,7,0,7
